TransactionID,AccountID,LoanID,Amount,TransactionDate,TransactionType,Status,Branch,Description
TXN0271,ACC0005,LOAN0075,2388.57,2024-07-13,Disbursement,Completed,Midtown,Auto loan
TXN0272,ACC0125,LOAN0153,599.93,2024-09-13,Payment,Failed,Downtown,Monthly loan payment
TXN0273,ACC0064,LOAN0136,3402.34,2024-07-20,Disbursement,Completed,Downtown,Auto loan
TXN0274,ACC0176,LOAN0091,6289.79,2024-04-30,Disbursement,Failed,Westside,New loan disbursed
TXN0275,ACC0161,LOAN0066,8914.98,2024-01-16,Disbursement,Failed,Westside,Home improvement loan
TXN0276,ACC0039,LOAN0088,6603.62,2024-02-14,Disbursement,Completed,Eastside,Business loan
TXN0277,ACC0062,LOAN0147,1308.07,2024-06-08,Payment,Failed,Northside,Auto-pay loan payment
TXN0278,ACC0139,LOAN0034,1974.79,2024-10-24,Payment,Completed,Eastside,Monthly loan payment
TXN0279,ACC0080,LOAN0177,1318.69,2024-03-15,Payment,Completed,Uptown,Auto-pay loan payment
TXN0280,ACC0018,LOAN0143,593.2,2024-03-15,Payment,Completed,Northside,Auto-pay loan payment
TXN0281,ACC0106,LOAN0078,7481.54,2024-11-22,Disbursement,Failed,Westside,Home improvement loan
TXN0282,ACC0200,LOAN0049,438.06,2024-01-14,Payment,Completed,Westside,Online payment
TXN0283,ACC0146,LOAN0157,1809.26,2024-04-28,Payment,Completed,Northside,Monthly loan payment
TXN0284,ACC0177,LOAN0200,1427.46,2024-11-05,Disbursement,Completed,Northside,Home improvement loan
TXN0285,ACC0100,LOAN0126,1461.38,2024-04-08,Disbursement,Completed,Southside,New loan disbursed
TXN0286,ACC0070,LOAN0106,2239.98,2024-04-13,Payment,Completed,Midtown,Monthly loan payment
TXN0287,ACC0113,LOAN0158,6909.84,2024-08-22,Disbursement,Failed,Southside,Business loan
TXN0288,ACC0199,LOAN0011,7229.99,2024-07-20,Disbursement,Completed,Downtown,Personal loan
TXN0289,ACC0028,LOAN0116,8287.4,2024-01-22,Disbursement,Failed,Eastside,Personal loan
TXN0290,ACC0138,LOAN0102,1695.22,2024-09-21,Payment,Completed,Downtown,Monthly loan payment
TXN0291,ACC0075,LOAN0113,8855.54,2024-05-26,Disbursement,Completed,Southside,Auto loan
TXN0292,ACC0157,LOAN0014,1417.56,2024-11-26,Payment,Completed,Midtown,Monthly loan payment
TXN0293,ACC0200,LOAN0150,1209.55,2024-06-14,Payment,Completed,Uptown,Auto-pay loan payment
TXN0294,ACC0152,LOAN0183,2653.52,2024-02-16,Payment,Completed,Uptown,Online payment
TXN0295,ACC0188,LOAN0032,386.79,2024-08-18,Payment,Completed,Midtown,Online payment
TXN0296,ACC0182,LOAN0099,1167.1,2024-07-13,Payment,Completed,Uptown,Auto-pay loan payment
TXN0297,ACC0145,LOAN0169,528.27,2024-03-15,Payment,Completed,Downtown,Auto-pay loan payment
TXN0298,ACC0079,LOAN0080,2958.93,2024-04-02,Disbursement,Completed,Uptown,Home improvement loan
TXN0299,ACC0001,LOAN0160,220.86,2024-09-11,Disbursement,Failed,Downtown,Personal loan
TXN0300,ACC0127,LOAN0061,1787.14,2024-08-31,Payment,Completed,Airport,Monthly loan payment
TXN0301,ACC0154,LOAN0154,771.9,2024-10-07,Payment,Completed,Eastside,Monthly loan payment
TXN0302,ACC0048,LOAN0038,1977.17,2024-01-19,Payment,Completed,Downtown,Online payment
TXN0303,ACC0148,LOAN0155,3378.0,2024-02-14,Disbursement,Completed,Southside,Home improvement loan
TXN0304,ACC0042,LOAN0173,6149.79,2024-12-20,Disbursement,Completed,Uptown,Business loan
TXN0305,ACC0192,LOAN0149,9321.65,2024-02-17,Disbursement,Completed,Northside,Auto loan
TXN0306,ACC0098,LOAN0018,8448.77,2024-02-03,Disbursement,Completed,Uptown,New loan disbursed
TXN0307,ACC0178,LOAN0071,5317.82,2024-09-25,Disbursement,Completed,Eastside,Personal loan
TXN0308,ACC0015,LOAN0028,1476.81,2024-12-18,Payment,Completed,Westside,Auto-pay loan payment
TXN0309,ACC0156,LOAN0082,5301.37,2024-11-15,Disbursement,Completed,Uptown,Personal loan
TXN0310,ACC0145,LOAN0128,4975.79,2024-04-02,Disbursement,Failed,Eastside,Auto loan
TXN0311,ACC0050,LOAN0001,120.76,2024-11-16,Payment,Completed,Eastside,Online payment
TXN0312,ACC0107,LOAN0106,1034.69,2024-10-13,Payment,Completed,Eastside,Monthly loan payment
TXN0313,ACC0164,LOAN0052,2618.73,2024-02-04,Disbursement,Completed,Northside,New loan disbursed
TXN0314,ACC0030,LOAN0176,3479.48,2024-10-18,Disbursement,Completed,Downtown,Home improvement loan
TXN0315,ACC0050,LOAN0085,9230.57,2024-09-02,Disbursement,Failed,Downtown,Home improvement loan
TXN0316,ACC0124,LOAN0040,8931.38,2024-10-01,Disbursement,Failed,Airport,Business loan
TXN0317,ACC0191,LOAN0015,5692.93,2024-12-13,Disbursement,Completed,Downtown,Home improvement loan
TXN0318,ACC0148,LOAN0176,8015.4,2024-06-30,Disbursement,Completed,Uptown,Auto loan
TXN0319,ACC0008,LOAN0087,6302.46,2024-03-25,Disbursement,Completed,Southside,Home improvement loan
TXN0320,ACC0153,LOAN0030,7082.14,2024-06-10,Disbursement,Completed,Westside,Business loan
TXN0321,ACC0023,LOAN0128,1146.17,2024-06-03,Payment,Completed,Westside,Monthly loan payment
TXN0322,ACC0029,LOAN0096,2344.48,2024-02-17,Payment,Completed,Downtown,Auto-pay loan payment
TXN0323,ACC0129,LOAN0040,1053.34,2024-09-04,Payment,Completed,Westside,Auto-pay loan payment
TXN0324,ACC0037,LOAN0197,2475.31,2024-09-21,Payment,Completed,Uptown,Monthly loan payment
TXN0325,ACC0186,LOAN0010,3937.12,2024-09-24,Disbursement,Completed,Westside,New loan disbursed
TXN0326,ACC0176,LOAN0153,1033.2,2024-01-24,Payment,Completed,Westside,Monthly loan payment
TXN0327,ACC0148,LOAN0195,6424.62,2024-04-17,Disbursement,Completed,Eastside,Auto loan
TXN0328,ACC0071,LOAN0137,7750.59,2024-12-09,Disbursement,Completed,Uptown,Home improvement loan
TXN0329,ACC0071,LOAN0030,2876.98,2024-10-13,Payment,Completed,Eastside,Online payment
TXN0330,ACC0090,LOAN0141,2783.42,2024-12-26,Disbursement,Completed,Eastside,Home improvement loan
TXN0331,ACC0019,LOAN0080,5451.71,2024-01-26,Disbursement,Completed,Airport,New loan disbursed
TXN0332,ACC0028,LOAN0099,304.05,2024-07-19,Payment,Completed,Airport,Online payment
TXN0333,ACC0092,LOAN0080,8192.68,2024-12-09,Disbursement,Completed,Midtown,Business loan
TXN0334,ACC0146,LOAN0034,2447.91,2024-12-23,Payment,Completed,Airport,Auto-pay loan payment
TXN0335,ACC0176,LOAN0165,4758.4,2024-04-24,Disbursement,Completed,Westside,Auto loan
TXN0336,ACC0101,LOAN0047,7908.91,2024-06-15,Disbursement,Completed,Downtown,New loan disbursed
TXN0337,ACC0122,LOAN0029,4838.66,2024-03-28,Disbursement,Completed,Northside,Personal loan
TXN0338,ACC0148,LOAN0033,1246.77,2024-02-24,Payment,Completed,Midtown,Auto-pay loan payment
TXN0339,ACC0137,LOAN0119,5946.31,2024-05-02,Disbursement,Completed,Uptown,Business loan
TXN0340,ACC0099,LOAN0017,2161.56,2024-12-21,Disbursement,Completed,Southside,Personal loan
TXN0341,ACC0088,LOAN0140,560.6,2024-12-08,Payment,Completed,Airport,Monthly loan payment
TXN0342,ACC0152,LOAN0153,3321.24,2024-02-19,Disbursement,Completed,Uptown,Auto loan
TXN0343,ACC0104,LOAN0018,2072.25,2024-11-01,Payment,Completed,Southside,Auto-pay loan payment
TXN0344,ACC0127,LOAN0166,317.07,2024-03-12,Payment,Failed,Downtown,Monthly loan payment
TXN0345,ACC0170,LOAN0039,5359.43,2024-07-18,Disbursement,Completed,Airport,Home improvement loan
TXN0346,ACC0053,LOAN0175,3067.38,2024-12-13,Disbursement,Completed,Southside,Auto loan
TXN0347,ACC0023,LOAN0150,1853.9,2024-09-18,Payment,Completed,Uptown,Auto-pay loan payment
TXN0348,ACC0016,LOAN0095,52.49,2024-10-13,Payment,Completed,Northside,Monthly loan payment
TXN0349,ACC0073,LOAN0008,1323.56,2024-10-29,Payment,Completed,Northside,Online payment
TXN0350,ACC0098,LOAN0104,4408.38,2024-04-18,Disbursement,Completed,Airport,Home improvement loan
TXN0351,ACC0049,LOAN0143,8448.94,2024-07-03,Disbursement,Completed,Uptown,Auto loan
TXN0352,ACC0172,LOAN0033,84.23,2024-11-27,Payment,Completed,Airport,Online payment
TXN0353,ACC0112,LOAN0035,454.8,2024-07-31,Payment,Failed,Southside,Online payment
TXN0354,ACC0047,LOAN0117,5565.3,2024-08-18,Disbursement,Completed,Eastside,Home improvement loan
TXN0355,ACC0109,LOAN0155,1754.92,2024-05-01,Payment,Completed,Westside,Auto-pay loan payment
TXN0356,ACC0140,LOAN0148,431.27,2024-01-20,Disbursement,Completed,Northside,New loan disbursed
TXN0357,ACC0149,LOAN0124,469.16,2024-09-26,Payment,Failed,Westside,Auto-pay loan payment
TXN0358,ACC0133,LOAN0021,773.43,2024-11-18,Payment,Completed,Midtown,Online payment
TXN0359,ACC0163,LOAN0139,6169.09,2024-06-24,Disbursement,Completed,Downtown,Business loan
TXN0360,ACC0117,LOAN0132,5782.26,2024-06-18,Disbursement,Completed,Westside,Auto loan
TXN0361,ACC0043,LOAN0010,7297.02,2024-10-15,Disbursement,Completed,Airport,Personal loan
TXN0362,ACC0044,LOAN0147,1986.14,2024-05-29,Payment,Completed,Downtown,Auto-pay loan payment
TXN0363,ACC0125,LOAN0022,1541.51,2024-05-22,Payment,Completed,Westside,Auto-pay loan payment
TXN0364,ACC0066,LOAN0004,1831.27,2024-10-29,Payment,Completed,Airport,Auto-pay loan payment
TXN0365,ACC0045,LOAN0067,1480.51,2024-09-27,Payment,Failed,Northside,Monthly loan payment
TXN0366,ACC0038,LOAN0153,2520.96,2024-07-30,Payment,Completed,Eastside,Online payment
TXN0367,ACC0113,LOAN0186,672.03,2024-06-25,Payment,Completed,Westside,Monthly loan payment
TXN0368,ACC0014,LOAN0043,4047.57,2024-06-03,Disbursement,Completed,Eastside,Business loan
TXN0369,ACC0175,LOAN0181,4798.44,2024-03-15,Disbursement,Completed,Southside,New loan disbursed
TXN0370,ACC0074,LOAN0115,6817.08,2024-09-28,Disbursement,Completed,Downtown,New loan disbursed
TXN0371,ACC0137,LOAN0164,9566.22,2024-08-09,Disbursement,Completed,Westside,Auto loan
TXN0372,ACC0070,LOAN0069,803.26,2024-10-26,Payment,Completed,Eastside,Online payment
TXN0373,ACC0173,LOAN0151,1583.86,2024-12-12,Payment,Completed,Uptown,Auto-pay loan payment
TXN0374,ACC0141,LOAN0003,2503.48,2024-01-07,Payment,Completed,Midtown,Online payment
TXN0375,ACC0115,LOAN0090,2189.49,2024-05-08,Payment,Completed,Downtown,Online payment
TXN0376,ACC0024,LOAN0015,2853.94,2024-11-22,Payment,Completed,Midtown,Monthly loan payment
TXN0377,ACC0155,LOAN0034,6598.31,2024-11-27,Disbursement,Completed,Uptown,New loan disbursed
TXN0378,ACC0179,LOAN0048,3016.23,2024-12-04,Disbursement,Failed,Airport,Auto loan
TXN0379,ACC0197,LOAN0110,2647.63,2024-02-07,Disbursement,Completed,Downtown,Business loan
TXN0380,ACC0100,LOAN0086,811.8,2024-05-15,Payment,Completed,Midtown,Auto-pay loan payment
TXN0381,ACC0052,LOAN0157,1866.58,2024-09-08,Disbursement,Completed,Southside,Home improvement loan
TXN0382,ACC0158,LOAN0165,2742.2,2024-05-12,Payment,Completed,Midtown,Monthly loan payment
TXN0383,ACC0147,LOAN0187,7794.65,2024-01-10,Disbursement,Failed,Uptown,New loan disbursed
TXN0384,ACC0010,LOAN0171,2737.72,2024-12-24,Disbursement,Completed,Southside,Personal loan
TXN0385,ACC0001,LOAN0132,4833.58,2024-07-25,Disbursement,Completed,Midtown,Personal loan
TXN0386,ACC0058,LOAN0001,9546.14,2024-09-03,Disbursement,Completed,Northside,Auto loan
TXN0387,ACC0175,LOAN0078,646.43,2024-11-27,Disbursement,Completed,Northside,New loan disbursed
TXN0388,ACC0118,LOAN0195,6513.15,2024-03-31,Disbursement,Completed,Southside,Home improvement loan
TXN0389,ACC0077,LOAN0179,8974.96,2024-11-18,Disbursement,Completed,Airport,New loan disbursed
TXN0390,ACC0162,LOAN0113,462.83,2024-04-08,Payment,Completed,Eastside,Auto-pay loan payment
TXN0391,ACC0100,LOAN0017,5046.87,2024-08-18,Disbursement,Failed,Downtown,New loan disbursed
TXN0392,ACC0087,LOAN0015,7899.01,2024-01-22,Disbursement,Completed,Eastside,Personal loan
TXN0393,ACC0118,LOAN0174,2236.1,2024-04-29,Payment,Failed,Downtown,Online payment
TXN0394,ACC0037,LOAN0126,1440.1,2024-11-12,Payment,Completed,Uptown,Monthly loan payment
TXN0395,ACC0045,LOAN0162,2718.75,2024-02-19,Payment,Completed,Uptown,Online payment
TXN0396,ACC0017,LOAN0028,1516.57,2024-11-11,Payment,Completed,Eastside,Auto-pay loan payment
TXN0397,ACC0087,LOAN0189,3309.93,2024-12-16,Disbursement,Completed,Uptown,Auto loan
TXN0398,ACC0055,LOAN0196,1799.6,2024-06-20,Payment,Completed,Westside,Monthly loan payment
TXN0399,ACC0194,LOAN0107,2104.07,2024-10-10,Payment,Completed,Eastside,Online payment
TXN0400,ACC0011,LOAN0035,2383.6,2024-11-19,Payment,Completed,Uptown,Monthly loan payment
TXN0401,ACC0125,LOAN0021,71.31,2024-02-15,Payment,Completed,Westside,Auto-pay loan payment
TXN0402,ACC0178,LOAN0198,6954.35,2024-04-15,Disbursement,Completed,Westside,Personal loan
TXN0403,ACC0116,LOAN0106,2817.36,2024-11-08,Payment,Completed,Uptown,Online payment
TXN0404,ACC0128,LOAN0157,1900.22,2024-06-03,Payment,Completed,Downtown,Online payment
TXN0405,ACC0061,LOAN0050,2960.48,2024-02-18,Payment,Completed,Eastside,Auto-pay loan payment
TXN0406,ACC0198,LOAN0161,865.46,2024-04-09,Payment,Completed,Uptown,Online payment
TXN0407,ACC0122,LOAN0128,521.29,2024-01-23,Payment,Completed,Northside,Auto-pay loan payment
TXN0408,ACC0054,LOAN0112,3409.52,2024-08-20,Disbursement,Completed,Downtown,Personal loan
TXN0409,ACC0046,LOAN0041,1480.93,2024-02-29,Payment,Completed,Eastside,Online payment
TXN0410,ACC0114,LOAN0152,4248.76,2024-12-12,Disbursement,Failed,Eastside,New loan disbursed
TXN0411,ACC0084,LOAN0059,749.5,2024-07-30,Payment,Failed,Southside,Monthly loan payment
TXN0412,ACC0019,LOAN0121,637.96,2024-08-11,Disbursement,Completed,Airport,Home improvement loan
TXN0413,ACC0100,LOAN0096,1400.33,2024-04-09,Payment,Completed,Westside,Monthly loan payment
TXN0414,ACC0086,LOAN0033,2092.02,2024-01-31,Payment,Completed,Midtown,Auto-pay loan payment
TXN0415,ACC0118,LOAN0108,2293.0,2024-04-22,Payment,Failed,Uptown,Online payment
TXN0416,ACC0157,LOAN0044,305.1,2024-09-24,Payment,Completed,Eastside,Online payment
TXN0417,ACC0122,LOAN0119,243.59,2024-08-07,Disbursement,Completed,Eastside,Home improvement loan
TXN0418,ACC0084,LOAN0112,2680.88,2024-10-29,Payment,Failed,Downtown,Auto-pay loan payment
TXN0419,ACC0012,LOAN0011,7361.42,2024-09-15,Disbursement,Completed,Southside,Business loan
TXN0420,ACC0179,LOAN0026,5003.32,2024-02-12,Disbursement,Completed,Downtown,Business loan
TXN0421,ACC0056,LOAN0034,3028.33,2024-11-27,Disbursement,Failed,Downtown,Business loan
TXN0422,ACC0172,LOAN0079,2124.75,2024-10-19,Payment,Completed,Downtown,Auto-pay loan payment
TXN0423,ACC0119,LOAN0198,2628.89,2024-07-26,Payment,Completed,Northside,Online payment
TXN0424,ACC0119,LOAN0181,2588.13,2024-02-06,Payment,Completed,Northside,Online payment
TXN0425,ACC0009,LOAN0076,7553.59,2024-12-23,Disbursement,Failed,Eastside,New loan disbursed
TXN0426,ACC0159,LOAN0086,1568.47,2024-12-11,Payment,Completed,Downtown,Monthly loan payment
TXN0427,ACC0099,LOAN0094,6229.42,2024-07-06,Disbursement,Completed,Midtown,Personal loan
TXN0428,ACC0182,LOAN0199,458.3,2024-06-20,Payment,Completed,Midtown,Online payment
TXN0429,ACC0123,LOAN0189,2271.86,2024-04-25,Payment,Completed,Westside,Online payment
TXN0430,ACC0175,LOAN0109,639.15,2024-07-09,Disbursement,Completed,Airport,Personal loan
TXN0431,ACC0135,LOAN0032,7127.27,2024-12-13,Disbursement,Completed,Westside,Business loan
TXN0432,ACC0159,LOAN0095,605.64,2024-08-22,Payment,Completed,Southside,Monthly loan payment
TXN0433,ACC0074,LOAN0020,536.06,2024-02-27,Payment,Completed,Airport,Monthly loan payment
TXN0434,ACC0053,LOAN0134,914.85,2024-12-15,Payment,Completed,Uptown,Auto-pay loan payment
TXN0435,ACC0089,LOAN0108,7403.32,2024-01-11,Disbursement,Completed,Midtown,New loan disbursed
TXN0436,ACC0060,LOAN0134,4175.75,2024-06-24,Disbursement,Completed,Northside,Business loan
TXN0437,ACC0152,LOAN0171,4634.27,2024-10-17,Disbursement,Completed,Westside,Home improvement loan
TXN0438,ACC0067,LOAN0059,3781.83,2024-05-27,Disbursement,Completed,Downtown,Home improvement loan
TXN0439,ACC0091,LOAN0073,9566.52,2024-11-12,Disbursement,Failed,Westside,Home improvement loan
TXN0440,ACC0045,LOAN0182,525.7,2024-02-29,Payment,Completed,Northside,Online payment
TXN0441,ACC0033,LOAN0113,3759.75,2024-04-15,Disbursement,Completed,Downtown,Auto loan
TXN0442,ACC0089,LOAN0038,4539.45,2024-03-24,Disbursement,Completed,Midtown,New loan disbursed
TXN0443,ACC0104,LOAN0128,2845.98,2024-06-12,Payment,Completed,Northside,Online payment
TXN0444,ACC0181,LOAN0076,8970.18,2024-10-20,Disbursement,Completed,Airport,Auto loan
TXN0445,ACC0177,LOAN0029,9011.73,2024-03-12,Disbursement,Completed,Midtown,Auto loan
TXN0446,ACC0007,LOAN0103,1365.62,2024-02-17,Payment,Completed,Eastside,Online payment
TXN0447,ACC0135,LOAN0057,2037.59,2024-02-12,Disbursement,Completed,Airport,New loan disbursed
TXN0448,ACC0132,LOAN0101,1496.87,2024-11-04,Payment,Completed,Downtown,Online payment
TXN0449,ACC0093,LOAN0102,2162.09,2024-08-06,Payment,Completed,Northside,Monthly loan payment
TXN0450,ACC0073,LOAN0089,3150.04,2024-08-16,Disbursement,Failed,Midtown,Home improvement loan
TXN0451,ACC0187,LOAN0114,8056.49,2024-05-27,Disbursement,Completed,Southside,Business loan
TXN0452,ACC0036,LOAN0151,473.74,2024-06-04,Payment,Completed,Northside,Monthly loan payment
TXN0453,ACC0152,LOAN0194,975.64,2024-07-28,Disbursement,Completed,Westside,Business loan
TXN0454,ACC0045,LOAN0143,7131.45,2024-03-11,Disbursement,Completed,Southside,Auto loan
TXN0455,ACC0142,LOAN0126,2477.26,2024-06-03,Payment,Completed,Westside,Auto-pay loan payment
TXN0456,ACC0144,LOAN0190,2322.75,2024-01-02,Disbursement,Completed,Westside,Business loan
TXN0457,ACC0032,LOAN0168,4229.85,2024-09-08,Disbursement,Failed,Eastside,New loan disbursed
TXN0458,ACC0031,LOAN0196,4981.2,2024-02-04,Disbursement,Completed,Northside,Personal loan
TXN0459,ACC0124,LOAN0145,8696.62,2024-11-17,Disbursement,Completed,Midtown,Auto loan
TXN0460,ACC0132,LOAN0188,2543.58,2024-03-24,Payment,Completed,Uptown,Auto-pay loan payment
TXN0461,ACC0119,LOAN0178,1104.29,2024-01-28,Payment,Completed,Southside,Online payment
TXN0462,ACC0092,LOAN0013,2987.47,2024-11-23,Disbursement,Failed,Eastside,Home improvement loan
TXN0463,ACC0196,LOAN0025,1653.95,2024-06-10,Payment,Completed,Westside,Auto-pay loan payment
TXN0464,ACC0176,LOAN0179,1048.75,2024-10-23,Disbursement,Completed,Uptown,New loan disbursed
TXN0465,ACC0036,LOAN0133,3792.84,2024-09-05,Disbursement,Completed,Uptown,New loan disbursed
TXN0466,ACC0056,LOAN0040,2503.14,2024-10-13,Payment,Completed,Midtown,Auto-pay loan payment
TXN0467,ACC0118,LOAN0020,2465.59,2024-01-09,Payment,Completed,Westside,Online payment
TXN0468,ACC0093,LOAN0036,8908.29,2024-11-01,Disbursement,Completed,Northside,Home improvement loan
TXN0469,ACC0182,LOAN0078,2246.16,2024-03-01,Payment,Completed,Uptown,Online payment
TXN0470,ACC0059,LOAN0079,669.03,2024-02-10,Payment,Completed,Midtown,Monthly loan payment
TXN0471,ACC0005,LOAN0199,7597.61,2024-01-22,Disbursement,Completed,Downtown,Personal loan
TXN0472,ACC0152,LOAN0016,1277.33,2024-05-09,Disbursement,Completed,Westside,New loan disbursed
TXN0473,ACC0194,LOAN0025,2764.29,2024-04-15,Payment,Completed,Eastside,Monthly loan payment
TXN0474,ACC0172,LOAN0090,317.8,2024-05-22,Payment,Failed,Northside,Auto-pay loan payment
TXN0475,ACC0042,LOAN0129,1539.48,2024-02-04,Payment,Completed,Downtown,Online payment
TXN0476,ACC0056,LOAN0184,2894.58,2024-03-28,Payment,Failed,Downtown,Online payment
TXN0477,ACC0026,LOAN0055,3727.98,2024-10-28,Disbursement,Completed,Midtown,Home improvement loan
TXN0478,ACC0091,LOAN0098,2221.31,2024-04-26,Disbursement,Completed,Northside,New loan disbursed
TXN0479,ACC0120,LOAN0029,1512.66,2024-07-03,Payment,Completed,Downtown,Monthly loan payment
TXN0480,ACC0084,LOAN0127,1185.1,2024-08-21,Payment,Completed,Westside,Online payment
TXN0481,ACC0114,LOAN0058,2976.83,2024-08-07,Disbursement,Completed,Midtown,Business loan
TXN0482,ACC0174,LOAN0095,87.72,2024-12-11,Payment,Completed,Midtown,Auto-pay loan payment
TXN0483,ACC0113,LOAN0134,401.69,2024-07-21,Payment,Completed,Midtown,Online payment
TXN0484,ACC0044,LOAN0017,9754.55,2024-06-22,Disbursement,Completed,Southside,New loan disbursed
TXN0485,ACC0060,LOAN0109,2857.33,2024-10-24,Disbursement,Completed,Southside,Auto loan
TXN0486,ACC0122,LOAN0171,9876.48,2024-09-18,Disbursement,Completed,Airport,New loan disbursed
TXN0487,ACC0032,LOAN0065,5023.01,2024-11-17,Disbursement,Failed,Downtown,New loan disbursed
TXN0488,ACC0189,LOAN0014,1519.5,2024-01-14,Payment,Failed,Southside,Online payment
TXN0489,ACC0174,LOAN0084,943.12,2024-11-15,Payment,Completed,Midtown,Online payment
TXN0490,ACC0193,LOAN0134,7948.04,2024-04-13,Disbursement,Completed,Airport,Business loan
TXN0491,ACC0130,LOAN0067,8113.87,2024-10-03,Disbursement,Completed,Downtown,Business loan
TXN0492,ACC0031,LOAN0099,3214.14,2024-07-11,Disbursement,Completed,Downtown,New loan disbursed
TXN0493,ACC0046,LOAN0143,8858.53,2024-03-25,Disbursement,Completed,Uptown,Auto loan
TXN0494,ACC0184,LOAN0100,7663.71,2024-10-18,Disbursement,Completed,Airport,Business loan
TXN0495,ACC0144,LOAN0041,1204.59,2024-09-10,Payment,Completed,Southside,Online payment
TXN0496,ACC0174,LOAN0091,3272.78,2024-01-15,Disbursement,Completed,Uptown,Auto loan
TXN0497,ACC0090,LOAN0190,2307.32,2024-11-16,Payment,Completed,Midtown,Auto-pay loan payment
TXN0498,ACC0089,LOAN0092,3577.57,2024-12-04,Disbursement,Completed,Eastside,Auto loan
TXN0499,ACC0152,LOAN0022,2613.37,2024-02-28,Payment,Completed,Downtown,Online payment
TXN0500,ACC0084,LOAN0010,6611.9,2024-08-04,Disbursement,Completed,Southside,Auto loan
