TransactionID,AccountID,CustomerID,BranchID,TransactionDate,Amount,TransactionType,Channel,Status,BatchNumber
TXN_NEW_00258,ACC0311,CUST0311,BR009,2025-01-12,21086.13,Transfer,Phone,Completed,2
TXN_NEW_00259,ACC0475,CUST0475,BR001,2025-01-13,9374.64,Withdrawal,ATM,Completed,2
TXN_NEW_00260,ACC0070,CUST0070,BR007,2025-01-15,23682.15,Payment,Mobile,Failed,2
TXN_NEW_00261,ACC0249,CUST0249,BR009,2025-01-11,3230.18,Deposit,ATM,Completed,2
TXN_NEW_00262,ACC0014,CUST0014,BR007,2025-01-19,16930.96,Deposit,Branch,Completed,2
TXN_NEW_00263,ACC0097,CUST0097,BR002,2025-01-13,7334.8,Transfer,Phone,Completed,2
TXN_NEW_00264,ACC0049,CUST0049,BR004,2025-01-16,10050.56,Deposit,ATM,Completed,2
TXN_NEW_00265,ACC0430,CUST0430,BR004,2025-01-20,9845.25,Transfer,Phone,Pending,2
TXN_NEW_00266,ACC0215,CUST0215,BR001,2025-01-19,19960.9,Payment,Mobile,Completed,2
TXN_NEW_00267,ACC0021,CUST0021,BR002,2025-01-13,867.05,Withdrawal,ATM,Pending,2
TXN_NEW_00268,ACC0374,CUST0374,BR004,2025-01-15,10209.03,Transfer,Online,Completed,2
TXN_NEW_00269,ACC0380,CUST0380,BR003,2025-01-17,2365.03,Interest,Mobile,Completed,2
TXN_NEW_00270,ACC0125,CUST0125,BR007,2025-01-16,12545.32,Payment,Mobile,Completed,2
TXN_NEW_00271,ACC0466,CUST0466,BR003,2025-01-11,17232.31,Transfer,ATM,Completed,2
TXN_NEW_00272,ACC0124,CUST0124,BR005,2025-01-11,13758.22,Payment,Mobile,Completed,2
TXN_NEW_00273,ACC0380,CUST0380,BR002,2025-01-18,21209.66,Transfer,Mobile,Completed,2
TXN_NEW_00274,ACC0366,CUST0366,BR009,2025-01-18,23518.67,Deposit,Branch,Completed,2
TXN_NEW_00275,ACC0191,CUST0191,BR006,2025-01-18,2812.67,Fee,ATM,Completed,2
TXN_NEW_00276,ACC0382,CUST0382,BR008,2025-01-18,8559.89,Payment,Branch,Pending,2
TXN_NEW_00277,ACC0226,CUST0226,BR007,2025-01-17,2784.42,Fee,Online,Completed,2
TXN_NEW_00278,ACC0034,CUST0034,BR010,2025-01-13,8093.98,Withdrawal,ATM,Pending,2
TXN_NEW_00279,ACC0464,CUST0464,BR001,2025-01-16,1916.91,Transfer,Mobile,Completed,2
TXN_NEW_00280,ACC0138,CUST0138,BR008,2025-01-20,22244.92,Withdrawal,Branch,Completed,2
TXN_NEW_00281,ACC0241,CUST0241,BR010,2025-01-14,7551.32,Transfer,ATM,Completed,2
TXN_NEW_00282,ACC0028,CUST0028,BR002,2025-01-14,19175.01,Fee,Phone,Completed,2
TXN_NEW_00283,ACC0301,CUST0301,BR006,2025-01-11,16033.81,Payment,Branch,Completed,2
TXN_NEW_00284,ACC0423,CUST0423,BR006,2025-01-11,19025.16,Transfer,ATM,Completed,2
TXN_NEW_00285,ACC0008,CUST0008,BR003,2025-01-15,22536.69,Transfer,Branch,Completed,2
TXN_NEW_00286,ACC0437,CUST0437,BR004,2025-01-17,15808.26,Deposit,Branch,Completed,2
TXN_NEW_00287,ACC0469,CUST0469,BR008,2025-01-13,13463.16,Withdrawal,Branch,Completed,2
TXN_NEW_00288,ACC0019,CUST0019,BR003,2025-01-11,23005.86,Payment,ATM,Pending,2
TXN_NEW_00289,ACC0421,CUST0421,BR004,2025-01-17,2769.02,Withdrawal,ATM,Completed,2
TXN_NEW_00290,ACC0020,CUST0020,BR005,2025-01-13,24977.3,Withdrawal,Phone,Completed,2
TXN_NEW_00291,ACC0061,CUST0061,BR008,2025-01-20,15275.45,Payment,Mobile,Completed,2
TXN_NEW_00292,ACC0006,CUST0006,BR003,2025-01-11,21366.13,Transfer,Online,Completed,2
TXN_NEW_00293,ACC0247,CUST0247,BR001,2025-01-19,4591.89,Payment,ATM,Completed,2
TXN_NEW_00294,ACC0281,CUST0281,BR002,2025-01-11,2424.94,Withdrawal,Phone,Failed,2
TXN_NEW_00295,ACC0456,CUST0456,BR004,2025-01-15,17220.27,Payment,Phone,Completed,2
TXN_NEW_00296,ACC0231,CUST0231,BR010,2025-01-11,4887.94,Transfer,Online,Completed,2
TXN_NEW_00297,ACC0270,CUST0270,BR003,2025-01-12,9026.11,Payment,Mobile,Completed,2
TXN_NEW_00298,ACC0015,CUST0015,BR009,2025-01-12,8565.67,Withdrawal,Branch,Completed,2
TXN_NEW_00299,ACC0049,CUST0049,BR001,2025-01-18,2597.04,Fee,Mobile,Completed,2
TXN_NEW_00300,ACC0114,CUST0114,BR006,2025-01-14,3841.75,Fee,ATM,Completed,2
TXN_NEW_00301,ACC0091,CUST0091,BR008,2025-01-20,11789.3,Payment,Online,Completed,2
TXN_NEW_00302,ACC0329,CUST0329,BR002,2025-01-20,20475.73,Transfer,Mobile,Completed,2
TXN_NEW_00303,ACC0222,CUST0222,BR004,2025-01-12,103.28,Interest,Online,Completed,2
TXN_NEW_00304,ACC0442,CUST0442,BR003,2025-01-19,9371.28,Transfer,ATM,Completed,2
TXN_NEW_00305,ACC0305,CUST0305,BR001,2025-01-13,5546.15,Payment,Phone,Completed,2
TXN_NEW_00306,ACC0177,CUST0177,BR004,2025-01-19,23319.4,Transfer,Online,Completed,2
TXN_NEW_00307,ACC0204,CUST0204,BR008,2025-01-15,12629.98,Withdrawal,Branch,Pending,2
TXN_NEW_00308,ACC0214,CUST0214,BR008,2025-01-19,8498.3,Fee,Phone,Completed,2
TXN_NEW_00309,ACC0449,CUST0449,BR004,2025-01-15,20067.76,Payment,Online,Completed,2
TXN_NEW_00310,ACC0206,CUST0206,BR008,2025-01-11,19055.76,Transfer,Branch,Completed,2
TXN_NEW_00311,ACC0350,CUST0350,BR008,2025-01-19,21497.65,Withdrawal,Branch,Pending,2
TXN_NEW_00312,ACC0490,CUST0490,BR005,2025-01-16,23723.02,Deposit,Mobile,Failed,2
TXN_NEW_00313,ACC0410,CUST0410,BR009,2025-01-17,13697.96,Transfer,Mobile,Completed,2
TXN_NEW_00314,ACC0060,CUST0060,BR003,2025-01-19,11101.04,Deposit,Online,Completed,2
TXN_NEW_00315,ACC0493,CUST0493,BR007,2025-01-19,17725.35,Transfer,Branch,Completed,2
TXN_NEW_00316,ACC0290,CUST0290,BR003,2025-01-15,1756.19,Transfer,Mobile,Completed,2
TXN_NEW_00317,ACC0130,CUST0130,BR006,2025-01-14,573.18,Payment,Mobile,Completed,2
TXN_NEW_00318,ACC0211,CUST0211,BR004,2025-01-20,21741.78,Interest,ATM,Failed,2
TXN_NEW_00319,ACC0227,CUST0227,BR010,2025-01-19,4681.6,Deposit,Branch,Completed,2
TXN_NEW_00320,ACC0447,CUST0447,BR007,2025-01-16,7178.83,Deposit,ATM,Completed,2
TXN_NEW_00321,ACC0139,CUST0139,BR006,2025-01-14,476.53,Deposit,Branch,Completed,2
TXN_NEW_00322,ACC0091,CUST0091,BR002,2025-01-18,20073.35,Transfer,Online,Completed,2
TXN_NEW_00323,ACC0418,CUST0418,BR002,2025-01-13,17086.62,Deposit,Online,Completed,2
TXN_NEW_00324,ACC0267,CUST0267,BR005,2025-01-19,24022.81,Withdrawal,Phone,Completed,2
TXN_NEW_00325,ACC0422,CUST0422,BR010,2025-01-17,10877.24,Interest,Mobile,Completed,2
TXN_NEW_00326,ACC0237,CUST0237,BR009,2025-01-20,20156.47,Deposit,Phone,Completed,2
TXN_NEW_00327,ACC0153,CUST0153,BR008,2025-01-13,7325.47,Fee,Phone,Completed,2
TXN_NEW_00328,ACC0466,CUST0466,BR006,2025-01-11,23458.99,Deposit,Branch,Completed,2
TXN_NEW_00329,ACC0469,CUST0469,BR003,2025-01-17,19683.69,Interest,Branch,Completed,2
TXN_NEW_00330,ACC0446,CUST0446,BR009,2025-01-15,22906.34,Deposit,Mobile,Completed,2
TXN_NEW_00331,ACC0406,CUST0406,BR003,2025-01-13,2916.37,Transfer,Mobile,Completed,2
TXN_NEW_00332,ACC0326,CUST0326,BR005,2025-01-20,8176.62,Transfer,ATM,Completed,2
TXN_NEW_00333,ACC0495,CUST0495,BR003,2025-01-18,16313.28,Deposit,Mobile,Pending,2
TXN_NEW_00334,ACC0139,CUST0139,BR010,2025-01-17,19005.76,Deposit,Branch,Completed,2
TXN_NEW_00335,ACC0404,CUST0404,BR002,2025-01-13,5928.91,Withdrawal,Phone,Completed,2
TXN_NEW_00336,ACC0151,CUST0151,BR009,2025-01-14,15490.16,Withdrawal,Branch,Completed,2
TXN_NEW_00337,ACC0391,CUST0391,BR001,2025-01-19,6223.96,Fee,Online,Pending,2
TXN_NEW_00338,ACC0232,CUST0232,BR004,2025-01-17,21747.38,Withdrawal,Online,Completed,2
TXN_NEW_00339,ACC0054,CUST0054,BR002,2025-01-18,14934.11,Transfer,ATM,Completed,2
TXN_NEW_00340,ACC0250,CUST0250,BR005,2025-01-16,9771.11,Withdrawal,Phone,Completed,2
TXN_NEW_00341,ACC0160,CUST0160,BR001,2025-01-11,1316.38,Transfer,Branch,Completed,2
TXN_NEW_00342,ACC0478,CUST0478,BR002,2025-01-18,15652.87,Fee,Phone,Completed,2
TXN_NEW_00343,ACC0366,CUST0366,BR001,2025-01-19,17875.28,Transfer,Mobile,Completed,2
TXN_NEW_00344,ACC0273,CUST0273,BR002,2025-01-20,14312.92,Interest,ATM,Completed,2
TXN_NEW_00345,ACC0386,CUST0386,BR003,2025-01-11,3636.07,Deposit,ATM,Completed,2
TXN_NEW_00346,ACC0311,CUST0311,BR010,2025-01-17,15849.69,Payment,Phone,Pending,2
TXN_NEW_00347,ACC0184,CUST0184,BR009,2025-01-20,5044.56,Payment,Online,Pending,2
TXN_NEW_00348,ACC0153,CUST0153,BR003,2025-01-12,17197.45,Deposit,Mobile,Pending,2
TXN_NEW_00349,ACC0011,CUST0011,BR007,2025-01-11,15725.55,Deposit,Branch,Completed,2
TXN_NEW_00350,ACC0404,CUST0404,BR002,2025-01-14,16347.39,Fee,Online,Completed,2
TXN_NEW_00351,ACC0359,CUST0359,BR009,2025-01-17,15117.25,Interest,Mobile,Completed,2
TXN_NEW_00352,ACC0103,CUST0103,BR002,2025-01-19,23792.78,Payment,ATM,Completed,2
TXN_NEW_00353,ACC0405,CUST0405,BR007,2025-01-13,14113.64,Payment,Branch,Completed,2
TXN_NEW_00354,ACC0406,CUST0406,BR001,2025-01-14,21914.83,Fee,Online,Completed,2
TXN_NEW_00355,ACC0160,CUST0160,BR004,2025-01-15,22429.92,Deposit,Branch,Completed,2
TXN_NEW_00356,ACC0048,CUST0048,BR007,2025-01-13,955.03,Fee,Phone,Completed,2
TXN_NEW_00357,ACC0009,CUST0009,BR008,2025-01-11,1815.31,Interest,Phone,Completed,2
TXN_NEW_00358,ACC0206,CUST0206,BR001,2025-01-20,17135.14,Deposit,Mobile,Completed,2
TXN_NEW_00359,ACC0400,CUST0400,BR001,2025-01-16,15827.49,Transfer,Online,Failed,2
TXN_NEW_00360,ACC0466,CUST0466,BR008,2025-01-17,5912.57,Fee,Mobile,Pending,2
TXN_NEW_00361,ACC0350,CUST0350,BR008,2025-01-13,1589.85,Interest,Online,Completed,2
TXN_NEW_00362,ACC0388,CUST0388,BR005,2025-01-13,15511.52,Withdrawal,Mobile,Failed,2
TXN_NEW_00363,ACC0133,CUST0133,BR009,2025-01-17,15281.96,Deposit,ATM,Completed,2
TXN_NEW_00364,ACC0109,CUST0109,BR005,2025-01-12,16394.17,Deposit,Branch,Completed,2
TXN_NEW_00365,ACC0345,CUST0345,BR008,2025-01-11,22227.84,Deposit,Phone,Completed,2
TXN_NEW_00366,ACC0341,CUST0341,BR008,2025-01-20,24437.12,Interest,ATM,Completed,2
TXN_NEW_00367,ACC0074,CUST0074,BR001,2025-01-13,15882.34,Transfer,Branch,Completed,2
TXN_NEW_00368,ACC0077,CUST0077,BR008,2025-01-14,11036.92,Withdrawal,Phone,Completed,2
TXN_NEW_00369,ACC0418,CUST0418,BR001,2025-01-15,16436.04,Payment,Branch,Completed,2
TXN_NEW_00370,ACC0167,CUST0167,BR003,2025-01-17,22024.63,Transfer,Branch,Completed,2
TXN_NEW_00371,ACC0044,CUST0044,BR006,2025-01-18,20290.27,Transfer,Online,Completed,2
TXN_NEW_00372,ACC0239,CUST0239,BR003,2025-01-14,6080.15,Withdrawal,Phone,Completed,2
TXN_NEW_00373,ACC0128,CUST0128,BR007,2025-01-18,13458.59,Deposit,Online,Completed,2
TXN_NEW_00374,ACC0099,CUST0099,BR005,2025-01-19,2853.13,Fee,Online,Completed,2
TXN_NEW_00375,ACC0478,CUST0478,BR007,2025-01-19,10324.45,Deposit,Phone,Completed,2
TXN_NEW_00376,ACC0260,CUST0260,BR006,2025-01-12,13283.67,Transfer,Branch,Completed,2
TXN_NEW_00377,ACC0454,CUST0454,BR006,2025-01-19,17003.63,Payment,ATM,Completed,2
TXN_NEW_00378,ACC0495,CUST0495,BR009,2025-01-18,7874.8,Payment,ATM,Completed,2
TXN_NEW_00379,ACC0435,CUST0435,BR007,2025-01-11,17180.51,Transfer,Mobile,Pending,2
TXN_NEW_00380,ACC0376,CUST0376,BR010,2025-01-20,9354.21,Deposit,Phone,Completed,2
TXN_NEW_00381,ACC0004,CUST0004,BR001,2025-01-19,15209.99,Withdrawal,Online,Completed,2
TXN_NEW_00382,ACC0160,CUST0160,BR008,2025-01-17,21823.67,Deposit,Branch,Completed,2
TXN_NEW_00383,ACC0111,CUST0111,BR004,2025-01-12,19940.54,Withdrawal,ATM,Completed,2
TXN_NEW_00384,ACC0011,CUST0011,BR009,2025-01-19,6660.69,Interest,ATM,Completed,2
TXN_NEW_00385,ACC0088,CUST0088,BR008,2025-01-19,19934.94,Interest,Phone,Completed,2
TXN_NEW_00386,ACC0164,CUST0164,BR010,2025-01-20,10996.07,Interest,ATM,Pending,2
TXN_NEW_00387,ACC0002,CUST0002,BR008,2025-01-14,11432.31,Deposit,Phone,Completed,2
TXN_NEW_00388,ACC0366,CUST0366,BR008,2025-01-14,17142.06,Withdrawal,Online,Completed,2
TXN_NEW_00389,ACC0417,CUST0417,BR002,2025-01-15,5706.25,Fee,Mobile,Pending,2
TXN_NEW_00390,ACC0181,CUST0181,BR004,2025-01-16,9651.93,Transfer,ATM,Completed,2
TXN_NEW_00391,ACC0247,CUST0247,BR009,2025-01-16,22258.86,Deposit,Branch,Completed,2
TXN_NEW_00392,ACC0205,CUST0205,BR007,2025-01-16,16234.06,Fee,Online,Completed,2
TXN_NEW_00393,ACC0198,CUST0198,BR005,2025-01-20,8774.73,Payment,Phone,Completed,2
TXN_NEW_00394,ACC0164,CUST0164,BR007,2025-01-15,18394.87,Transfer,ATM,Completed,2
TXN_NEW_00395,ACC0189,CUST0189,BR002,2025-01-11,2949.45,Deposit,Online,Completed,2
TXN_NEW_00396,ACC0210,CUST0210,BR008,2025-01-17,9426.84,Withdrawal,Mobile,Completed,2
TXN_NEW_00397,ACC0251,CUST0251,BR008,2025-01-14,3870.32,Interest,Online,Completed,2
TXN_NEW_00398,ACC0399,CUST0399,BR007,2025-01-13,4472.79,Transfer,Phone,Completed,2
TXN_NEW_00399,ACC0429,CUST0429,BR009,2025-01-19,14298.44,Payment,Branch,Completed,2
TXN_NEW_00400,ACC0445,CUST0445,BR001,2025-01-11,16749.76,Transfer,Phone,Completed,2
TXN_NEW_00401,ACC0355,CUST0355,BR008,2025-01-27,5123.87,Deposit,Branch,Completed,3
TXN_NEW_00402,ACC0447,CUST0447,BR009,2025-01-22,20586.23,Deposit,Branch,Pending,3
TXN_NEW_00403,ACC0483,CUST0483,BR003,2025-01-30,18771.77,Payment,ATM,Failed,3
TXN_NEW_00404,ACC0448,CUST0448,BR002,2025-01-22,8478.7,Payment,Phone,Completed,3
TXN_NEW_00405,ACC0356,CUST0356,BR005,2025-01-23,19637.47,Withdrawal,Branch,Completed,3
TXN_NEW_00406,ACC0474,CUST0474,BR008,2025-01-30,3853.97,Withdrawal,Online,Completed,3
TXN_NEW_00407,ACC0486,CUST0486,BR009,2025-01-30,15119.4,Transfer,ATM,Completed,3
TXN_NEW_00408,ACC0408,CUST0408,BR001,2025-01-28,11705.68,Withdrawal,Mobile,Completed,3
TXN_NEW_00409,ACC0024,CUST0024,BR007,2025-01-29,4371.34,Transfer,Mobile,Completed,3
TXN_NEW_00410,ACC0400,CUST0400,BR008,2025-01-30,12751.21,Deposit,Online,Completed,3
TXN_NEW_00411,ACC0056,CUST0056,BR004,2025-01-21,8555.44,Withdrawal,Mobile,Completed,3
TXN_NEW_00412,ACC0376,CUST0376,BR002,2025-01-22,15375.45,Deposit,ATM,Failed,3
TXN_NEW_00413,ACC0326,CUST0326,BR003,2025-01-23,12994.62,Payment,Phone,Completed,3
TXN_NEW_00414,ACC0049,CUST0049,BR007,2025-01-31,20382.8,Deposit,Phone,Completed,3
TXN_NEW_00415,ACC0483,CUST0483,BR003,2025-01-28,17498.55,Fee,Online,Completed,3
TXN_NEW_00416,ACC0262,CUST0262,BR008,2025-01-22,7022.53,Interest,Mobile,Completed,3
TXN_NEW_00417,ACC0011,CUST0011,BR009,2025-01-21,9613.49,Deposit,Online,Completed,3
TXN_NEW_00418,ACC0404,CUST0404,BR010,2025-01-21,24137.67,Fee,ATM,Completed,3
TXN_NEW_00419,ACC0097,CUST0097,BR002,2025-01-25,21580.2,Deposit,Mobile,Completed,3
TXN_NEW_00420,ACC0367,CUST0367,BR009,2025-01-29,8565.0,Deposit,Mobile,Completed,3
TXN_NEW_00421,ACC0468,CUST0468,BR010,2025-01-28,10648.17,Deposit,Phone,Completed,3
TXN_NEW_00422,ACC0182,CUST0182,BR010,2025-01-23,14518.35,Withdrawal,Phone,Completed,3
TXN_NEW_00423,ACC0170,CUST0170,BR007,2025-01-29,20688.93,Payment,Online,Completed,3
TXN_NEW_00424,ACC0296,CUST0296,BR006,2025-01-26,14745.6,Deposit,Branch,Completed,3
TXN_NEW_00425,ACC0081,CUST0081,BR010,2025-01-21,7848.46,Deposit,Online,Completed,3
TXN_NEW_00426,ACC0211,CUST0211,BR009,2025-01-28,284.35,Transfer,ATM,Completed,3
TXN_NEW_00427,ACC0342,CUST0342,BR008,2025-01-29,24550.93,Withdrawal,Mobile,Completed,3
TXN_NEW_00428,ACC0228,CUST0228,BR002,2025-01-22,15133.28,Deposit,Branch,Completed,3
TXN_NEW_00429,ACC0157,CUST0157,BR010,2025-01-26,17182.04,Deposit,Mobile,Completed,3
TXN_NEW_00430,ACC0292,CUST0292,BR009,2025-01-26,11001.36,Withdrawal,Mobile,Completed,3
TXN_NEW_00431,ACC0295,CUST0295,BR007,2025-01-25,8633.83,Fee,Mobile,Completed,3
TXN_NEW_00432,ACC0322,CUST0322,BR007,2025-01-24,13067.6,Payment,Online,Completed,3
TXN_NEW_00433,ACC0240,CUST0240,BR007,2025-01-26,1336.97,Fee,ATM,Completed,3
TXN_NEW_00434,ACC0119,CUST0119,BR009,2025-01-27,17960.2,Deposit,Online,Completed,3
TXN_NEW_00435,ACC0103,CUST0103,BR004,2025-01-27,9549.19,Payment,Branch,Completed,3
TXN_NEW_00436,ACC0173,CUST0173,BR005,2025-01-28,544.21,Interest,Online,Completed,3
TXN_NEW_00437,ACC0450,CUST0450,BR008,2025-01-21,17238.21,Transfer,ATM,Completed,3
TXN_NEW_00438,ACC0402,CUST0402,BR006,2025-01-30,22275.71,Deposit,Branch,Completed,3
TXN_NEW_00439,ACC0110,CUST0110,BR010,2025-01-25,21095.43,Deposit,ATM,Completed,3
TXN_NEW_00440,ACC0053,CUST0053,BR002,2025-01-23,11363.6,Payment,Phone,Completed,3
TXN_NEW_00441,ACC0138,CUST0138,BR002,2025-01-27,16787.56,Transfer,Online,Completed,3
TXN_NEW_00442,ACC0385,CUST0385,BR004,2025-01-21,16758.13,Withdrawal,Phone,Completed,3
TXN_NEW_00443,ACC0064,CUST0064,BR005,2025-01-22,11910.09,Transfer,Online,Completed,3
TXN_NEW_00444,ACC0030,CUST0030,BR005,2025-01-24,6548.78,Transfer,Phone,Completed,3
TXN_NEW_00445,ACC0492,CUST0492,BR009,2025-01-30,20678.72,Deposit,ATM,Completed,3
TXN_NEW_00446,ACC0186,CUST0186,BR001,2025-01-28,11768.78,Withdrawal,ATM,Completed,3
TXN_NEW_00447,ACC0402,CUST0402,BR005,2025-01-22,3886.08,Payment,ATM,Completed,3
TXN_NEW_00448,ACC0144,CUST0144,BR006,2025-01-28,19522.03,Deposit,Phone,Failed,3
TXN_NEW_00449,ACC0360,CUST0360,BR003,2025-01-28,16633.48,Payment,Phone,Completed,3
TXN_NEW_00450,ACC0422,CUST0422,BR009,2025-01-22,3738.13,Deposit,Online,Completed,3
TXN_NEW_00451,ACC0365,CUST0365,BR007,2025-01-31,14419.96,Payment,ATM,Completed,3
TXN_NEW_00452,ACC0264,CUST0264,BR008,2025-01-23,23885.02,Interest,Branch,Completed,3
TXN_NEW_00453,ACC0378,CUST0378,BR004,2025-01-30,3503.55,Transfer,Phone,Completed,3
TXN_NEW_00454,ACC0404,CUST0404,BR004,2025-01-28,6737.67,Fee,Phone,Completed,3
TXN_NEW_00455,ACC0204,CUST0204,BR010,2025-01-29,20648.18,Transfer,Mobile,Completed,3
TXN_NEW_00456,ACC0076,CUST0076,BR004,2025-01-23,24275.43,Payment,Mobile,Completed,3
TXN_NEW_00457,ACC0377,CUST0377,BR005,2025-01-25,21413.66,Transfer,Phone,Completed,3
TXN_NEW_00458,ACC0194,CUST0194,BR006,2025-01-30,5306.6,Withdrawal,ATM,Completed,3
TXN_NEW_00459,ACC0500,CUST0500,BR001,2025-01-24,2269.75,Withdrawal,ATM,Completed,3
TXN_NEW_00460,ACC0266,CUST0266,BR006,2025-01-25,6332.1,Interest,ATM,Completed,3
TXN_NEW_00461,ACC0050,CUST0050,BR003,2025-01-25,6616.25,Transfer,Phone,Completed,3
TXN_NEW_00462,ACC0395,CUST0395,BR005,2025-01-25,12992.96,Payment,ATM,Completed,3
TXN_NEW_00463,ACC0470,CUST0470,BR006,2025-01-28,17856.96,Transfer,Phone,Completed,3
TXN_NEW_00464,ACC0336,CUST0336,BR005,2025-01-25,2067.61,Transfer,Branch,Completed,3
TXN_NEW_00465,ACC0450,CUST0450,BR006,2025-01-30,11086.68,Withdrawal,ATM,Completed,3
TXN_NEW_00466,ACC0018,CUST0018,BR010,2025-01-24,4829.27,Transfer,Online,Completed,3
TXN_NEW_00467,ACC0177,CUST0177,BR001,2025-01-29,9681.42,Transfer,ATM,Completed,3
TXN_NEW_00468,ACC0135,CUST0135,BR007,2025-01-23,3414.44,Transfer,Online,Completed,3
TXN_NEW_00469,ACC0006,CUST0006,BR008,2025-01-31,2854.77,Deposit,ATM,Completed,3
TXN_NEW_00470,ACC0348,CUST0348,BR009,2025-01-28,10255.59,Withdrawal,Mobile,Completed,3
TXN_NEW_00471,ACC0473,CUST0473,BR008,2025-01-30,11386.02,Withdrawal,Online,Completed,3
TXN_NEW_00472,ACC0198,CUST0198,BR005,2025-01-29,14774.01,Transfer,Mobile,Completed,3
TXN_NEW_00473,ACC0466,CUST0466,BR007,2025-01-25,698.44,Deposit,ATM,Completed,3
TXN_NEW_00474,ACC0380,CUST0380,BR007,2025-01-24,22276.8,Transfer,Online,Completed,3
TXN_NEW_00475,ACC0442,CUST0442,BR002,2025-01-29,19242.92,Deposit,Phone,Completed,3
TXN_NEW_00476,ACC0150,CUST0150,BR005,2025-01-23,20000.01,Deposit,Mobile,Completed,3
TXN_NEW_00477,ACC0338,CUST0338,BR001,2025-01-23,15208.38,Transfer,ATM,Completed,3
TXN_NEW_00478,ACC0359,CUST0359,BR005,2025-01-25,1296.94,Fee,Phone,Completed,3
TXN_NEW_00479,ACC0199,CUST0199,BR009,2025-01-22,1109.26,Payment,Phone,Pending,3
TXN_NEW_00480,ACC0311,CUST0311,BR004,2025-01-29,18849.15,Payment,Mobile,Completed,3
TXN_NEW_00481,ACC0141,CUST0141,BR001,2025-01-29,8999.07,Withdrawal,Mobile,Completed,3
TXN_NEW_00482,ACC0363,CUST0363,BR007,2025-01-24,7997.87,Deposit,Mobile,Completed,3
TXN_NEW_00483,ACC0145,CUST0145,BR006,2025-01-21,12577.71,Withdrawal,Phone,Completed,3
TXN_NEW_00484,ACC0465,CUST0465,BR008,2025-01-28,9074.32,Fee,Mobile,Pending,3
TXN_NEW_00485,ACC0191,CUST0191,BR002,2025-01-31,14203.89,Payment,Branch,Completed,3
TXN_NEW_00486,ACC0247,CUST0247,BR003,2025-01-31,11145.45,Payment,Mobile,Completed,3
TXN_NEW_00487,ACC0360,CUST0360,BR007,2025-01-23,1494.09,Deposit,Mobile,Completed,3
TXN_NEW_00488,ACC0273,CUST0273,BR007,2025-01-25,7150.53,Transfer,Branch,Completed,3
TXN_NEW_00489,ACC0313,CUST0313,BR008,2025-01-31,16122.77,Deposit,ATM,Completed,3
TXN_NEW_00490,ACC0275,CUST0275,BR007,2025-01-28,18152.54,Deposit,Phone,Completed,3
TXN_NEW_00491,ACC0141,CUST0141,BR005,2025-01-31,5520.07,Deposit,Mobile,Completed,3
TXN_NEW_00492,ACC0249,CUST0249,BR005,2025-01-29,19872.22,Fee,ATM,Completed,3
TXN_NEW_00493,ACC0476,CUST0476,BR003,2025-01-29,22583.61,Withdrawal,Online,Completed,3
TXN_NEW_00494,ACC0049,CUST0049,BR007,2025-01-26,659.18,Withdrawal,Mobile,Failed,3
TXN_NEW_00495,ACC0154,CUST0154,BR003,2025-01-24,16056.46,Payment,Phone,Completed,3
TXN_NEW_00496,ACC0252,CUST0252,BR002,2025-01-25,10182.16,Withdrawal,Branch,Completed,3
TXN_NEW_00497,ACC0042,CUST0042,BR004,2025-01-22,8976.4,Transfer,Online,Completed,3
TXN_NEW_00498,ACC0410,CUST0410,BR002,2025-01-25,10123.81,Deposit,Mobile,Completed,3
TXN_NEW_00499,ACC0042,CUST0042,BR008,2025-01-22,19037.19,Deposit,Phone,Completed,3
TXN_NEW_00500,ACC0100,CUST0100,BR007,2025-01-26,23083.6,Payment,Online,Completed,3
TXN_NEW_00501,ACC0151,CUST0151,BR005,2025-01-29,22580.34,Deposit,Branch,Completed,3
TXN_NEW_00502,ACC0428,CUST0428,BR001,2025-01-21,22079.27,Payment,Mobile,Completed,3
TXN_NEW_00503,ACC0188,CUST0188,BR010,2025-01-26,13161.79,Withdrawal,Mobile,Pending,3
TXN_NEW_00504,ACC0242,CUST0242,BR005,2025-01-24,11740.81,Deposit,Branch,Failed,3
TXN_NEW_00505,ACC0348,CUST0348,BR005,2025-01-23,21304.21,Interest,Branch,Completed,3
TXN_NEW_00506,ACC0331,CUST0331,BR001,2025-01-31,11108.11,Withdrawal,Branch,Pending,3
TXN_NEW_00507,ACC0336,CUST0336,BR010,2025-01-22,18823.85,Transfer,Phone,Failed,3
TXN_NEW_00508,ACC0301,CUST0301,BR005,2025-01-26,12230.55,Deposit,Phone,Completed,3
TXN_NEW_00509,ACC0411,CUST0411,BR008,2025-01-31,11653.25,Transfer,Mobile,Failed,3
TXN_NEW_00510,ACC0201,CUST0201,BR002,2025-01-23,11256.19,Deposit,Phone,Completed,3
TXN_NEW_00511,ACC0358,CUST0358,BR002,2025-01-21,15831.88,Payment,Phone,Completed,3
TXN_NEW_00512,ACC0127,CUST0127,BR007,2025-01-29,10997.93,Payment,Online,Completed,3
TXN_NEW_00513,ACC0136,CUST0136,BR001,2025-01-22,5898.12,Deposit,Branch,Completed,3
TXN_NEW_00514,ACC0488,CUST0488,BR006,2025-01-26,14486.04,Withdrawal,Mobile,Completed,3
TXN_NEW_00515,ACC0052,CUST0052,BR007,2025-01-25,4456.03,Transfer,Branch,Completed,3
