LoanID,AccountID,CustomerID,ProductID,BranchID,LoanAmount,InterestRate,TermMonths,MonthlyPayment,OutstandingBalance,StartDate,EndDate,LoanStatus,LoanPurpose
LOAN0190,ACC0190,CUST0190,PROD007,BR007,2600.0,21.46,12,242.67,776.85,2022-02-23,2023-02-18,Current,Credit Building
LOAN0191,ACC0191,CUST0191,PROD010,BR009,411900.0,9.54,24,18919.76,244681.57,2021-09-12,2023-09-02,90-Days Late,Investment
LOAN0192,ACC0192,CUST0192,PROD005,BR001,146300.0,12.75,24,6938.2,89822.39,2021-09-19,2023-09-09,Current,Business Expansion
LOAN0193,ACC0193,CUST0193,PROD007,BR006,500.0,20.41,24,25.55,242.79,2020-12-08,2022-11-28,Current,Credit Building
LOAN0194,ACC0194,CUST0194,PROD003,BR007,54100.0,6.26,60,1052.46,17169.58,2020-10-27,2025-10-01,30-Days Late,Auto Purchase
LOAN0195,ACC0195,CUST0195,PROD006,BR009,145200.0,6.65,60,2851.22,98344.12,2020-07-26,2025-06-30,30-Days Late,Home Improvement
LOAN0196,ACC0196,CUST0196,PROD001,BR009,38100.0,17.37,24,1890.53,33937.93,2023-06-29,2025-06-18,Current,Personal
LOAN0197,ACC0197,CUST0197,PROD005,BR002,206000.0,14.28,36,7068.64,59227.61,2021-06-23,2024-06-07,Default,Business Expansion
LOAN0198,ACC0198,CUST0198,PROD003,BR005,57400.0,11.83,48,1506.78,38268.8,2022-01-18,2025-12-28,Current,Auto Purchase
LOAN0199,ACC0199,CUST0199,PROD004,BR005,76200.0,7.33,60,1520.74,12642.81,2021-05-08,2026-04-12,Current,Education
LOAN0200,ACC0200,CUST0200,PROD009,BR008,23300.0,13.76,60,539.26,9653.79,2021-06-30,2026-06-04,60-Days Late,Debt Consolidation
LOAN0201,ACC0201,CUST0201,PROD010,BR005,274700.0,13.19,36,9280.89,193743.27,2023-04-16,2026-03-31,Paid Off,Investment
LOAN0202,ACC0202,CUST0202,PROD006,BR004,84900.0,6.57,120,967.05,42565.46,2023-03-01,2033-01-07,Current,Home Improvement
LOAN0203,ACC0203,CUST0203,PROD010,BR009,222000.0,13.28,36,7510.03,193151.78,2021-03-03,2024-02-16,Current,Investment
LOAN0204,ACC0204,CUST0204,PROD005,BR006,31100.0,15.68,24,1518.0,11887.49,2023-03-18,2025-03-07,30-Days Late,Business Expansion
LOAN0205,ACC0205,CUST0205,PROD005,BR009,49100.0,11.76,36,1625.2,10861.22,2023-05-05,2026-04-19,Current,Business Expansion
LOAN0206,ACC0206,CUST0206,PROD007,BR007,1900.0,18.42,12,174.57,211.88,2021-05-05,2022-04-30,Current,Credit Building
LOAN0207,ACC0207,CUST0207,PROD004,BR006,63300.0,6.14,60,1227.89,16100.59,2021-06-28,2026-06-02,Default,Education
LOAN0208,ACC0208,CUST0208,PROD001,BR005,34300.0,13.57,36,1165.14,30863.65,2020-11-18,2023-11-03,Current,Personal
LOAN0209,ACC0209,CUST0209,PROD006,BR005,58400.0,8.39,120,720.65,26323.91,2023-03-06,2033-01-12,Current,Home Improvement
LOAN0210,ACC0210,CUST0210,PROD002,BR001,115000.0,5.8,180,958.05,103399.34,2022-10-12,2037-07-25,Paid Off,Home Purchase
LOAN0211,ACC0211,CUST0211,PROD003,BR002,14000.0,10.24,72,261.06,12302.19,2020-07-08,2026-06-07,Current,Auto Purchase
LOAN0212,ACC0212,CUST0212,PROD004,BR006,66200.0,6.37,180,571.95,30981.85,2020-12-26,2035-10-09,90-Days Late,Education
LOAN0213,ACC0213,CUST0213,PROD005,BR005,257100.0,15.16,60,6138.01,36332.86,2022-10-17,2027-09-21,30-Days Late,Business Expansion
LOAN0214,ACC0214,CUST0214,PROD003,BR001,44600.0,8.17,60,907.96,12897.42,2020-10-29,2025-10-03,Current,Auto Purchase
LOAN0215,ACC0215,CUST0215,PROD010,BR007,230100.0,9.22,24,10535.3,114549.76,2021-02-03,2023-01-24,Paid Off,Investment
LOAN0216,ACC0216,CUST0216,PROD001,BR006,41700.0,15.96,24,2040.96,37047.77,2020-02-20,2022-02-09,30-Days Late,Personal
LOAN0217,ACC0217,CUST0217,PROD001,BR001,6100.0,9.08,36,194.21,950.72,2020-09-19,2023-09-04,Current,Personal
LOAN0218,ACC0218,CUST0218,PROD004,BR002,36900.0,6.19,60,716.64,25403.98,2023-03-20,2028-02-22,Paid Off,Education
LOAN0219,ACC0219,CUST0219,PROD007,BR009,4100.0,20.87,24,210.42,3575.89,2020-12-02,2022-11-22,Current,Credit Building
LOAN0220,ACC0220,CUST0220,PROD010,BR006,208000.0,7.8,36,6498.79,181066.4,2020-12-26,2023-12-11,30-Days Late,Investment
LOAN0221,ACC0221,CUST0221,PROD010,BR008,402800.0,9.39,60,8437.91,371142.41,2022-02-03,2027-01-08,Paid Off,Investment
LOAN0222,ACC0222,CUST0222,PROD004,BR004,16100.0,4.7,180,124.82,4714.3,2022-06-25,2037-04-07,Paid Off,Education
LOAN0223,ACC0223,CUST0223,PROD010,BR010,128400.0,8.91,36,4077.71,98172.06,2021-03-30,2024-03-14,Current,Investment
LOAN0224,ACC0224,CUST0224,PROD007,BR002,2800.0,23.62,24,147.51,498.1,2022-03-24,2024-03-13,Paid Off,Credit Building
LOAN0225,ACC0225,CUST0225,PROD001,BR009,13400.0,13.81,24,642.17,10530.88,2022-11-01,2024-10-21,Current,Personal
LOAN0226,ACC0226,CUST0226,PROD001,BR002,5600.0,8.8,60,115.7,2246.09,2020-07-23,2025-06-27,Default,Personal
LOAN0227,ACC0227,CUST0227,PROD009,BR004,45200.0,15.86,60,1095.82,31647.86,2021-01-09,2025-12-14,Current,Debt Consolidation
LOAN0228,ACC0228,CUST0228,PROD007,BR005,2900.0,16.56,24,142.77,783.75,2022-09-06,2024-08-26,Current,Credit Building
LOAN0229,ACC0229,CUST0229,PROD003,BR004,59000.0,11.77,48,1547.04,53657.04,2020-10-17,2024-09-26,Current,Auto Purchase
LOAN0230,ACC0230,CUST0230,PROD002,BR010,246000.0,6.89,300,1721.45,231690.45,2023-02-21,2047-10-13,Current,Home Purchase
LOAN0231,ACC0231,CUST0231,PROD003,BR003,46700.0,7.8,36,1459.1,11935.79,2022-02-11,2025-01-26,Paid Off,Auto Purchase
LOAN0232,ACC0232,CUST0232,PROD006,BR004,86900.0,5.96,120,963.02,70228.12,2021-05-11,2031-03-20,60-Days Late,Home Improvement
LOAN0233,ACC0233,CUST0233,PROD004,BR002,69100.0,4.58,60,1290.75,30217.21,2021-07-10,2026-06-14,Current,Education
LOAN0234,ACC0234,CUST0234,PROD004,BR001,41400.0,5.24,180,332.59,31312.67,2021-09-16,2036-06-29,Current,Education
LOAN0235,ACC0235,CUST0235,PROD001,BR002,14900.0,11.51,60,327.76,7932.91,2020-04-27,2025-04-01,Current,Personal
LOAN0236,ACC0236,CUST0236,PROD010,BR008,345600.0,9.74,36,11109.4,266851.94,2021-07-20,2024-07-04,Current,Investment
LOAN0237,ACC0237,CUST0237,PROD010,BR002,409700.0,14.37,60,9611.77,169224.26,2020-05-17,2025-04-21,60-Days Late,Investment
LOAN0238,ACC0238,CUST0238,PROD002,BR002,383100.0,6.65,300,2622.74,177768.14,2021-11-06,2046-06-28,Paid Off,Home Purchase
LOAN0239,ACC0239,CUST0239,PROD002,BR010,460400.0,5.64,240,3203.55,171676.01,2023-04-25,2043-01-10,Current,Home Purchase
LOAN0240,ACC0240,CUST0240,PROD003,BR001,33900.0,5.5,48,788.39,10698.09,2020-02-07,2024-01-17,Current,Auto Purchase
LOAN0241,ACC0241,CUST0241,PROD001,BR002,33000.0,14.28,24,1588.79,23747.44,2020-10-05,2022-09-25,Current,Personal
LOAN0242,ACC0242,CUST0242,PROD004,BR010,23300.0,6.56,180,203.74,11494.91,2022-04-06,2037-01-17,Current,Education
LOAN0243,ACC0243,CUST0243,PROD001,BR010,48000.0,12.44,24,2269.4,22195.59,2020-12-03,2022-11-23,Current,Personal
LOAN0244,ACC0244,CUST0244,PROD010,BR003,109300.0,11.98,60,2430.21,53701.81,2020-02-27,2025-01-31,Current,Investment
LOAN0245,ACC0245,CUST0245,PROD009,BR009,33000.0,16.9,48,950.51,9954.34,2021-12-22,2025-12-01,Current,Debt Consolidation
LOAN0246,ACC0246,CUST0246,PROD010,BR005,141400.0,11.56,60,3114.02,53660.36,2022-02-21,2027-01-26,Paid Off,Investment
LOAN0247,ACC0247,CUST0247,PROD010,BR006,131800.0,7.55,24,5933.94,26741.39,2020-11-20,2022-11-10,Default,Investment
LOAN0248,ACC0248,CUST0248,PROD006,BR008,165400.0,6.67,120,1892.42,106529.39,2023-02-27,2033-01-05,Current,Home Improvement
LOAN0249,ACC0249,CUST0249,PROD001,BR001,5100.0,11.88,60,113.14,1837.25,2022-03-21,2027-02-23,90-Days Late,Personal
LOAN0250,ACC0250,CUST0250,PROD008,BR007,51700.0,14.6,36,1782.09,44053.13,2021-09-25,2024-09-09,Default,Small Business
LOAN0251,ACC0251,CUST0251,PROD007,BR006,2400.0,23.81,24,126.66,307.37,2021-11-08,2023-10-29,Current,Credit Building
LOAN0252,ACC0252,CUST0252,PROD004,BR008,19900.0,6.14,120,222.33,11547.76,2021-07-11,2031-05-20,Paid Off,Education
LOAN0253,ACC0253,CUST0253,PROD008,BR002,25400.0,16.94,36,904.82,14831.4,2020-10-08,2023-09-23,Current,Small Business
LOAN0254,ACC0254,CUST0254,PROD001,BR006,31700.0,14.98,36,1098.58,12594.41,2022-01-23,2025-01-07,Current,Personal
LOAN0255,ACC0255,CUST0255,PROD007,BR004,2400.0,16.32,12,218.12,1492.73,2021-10-05,2022-09-30,30-Days Late,Credit Building
LOAN0256,ACC0256,CUST0256,PROD009,BR010,39400.0,16.47,48,1126.11,17803.1,2021-07-30,2025-07-09,Current,Debt Consolidation
LOAN0257,ACC0257,CUST0257,PROD006,BR005,177400.0,8.81,120,2229.03,64091.57,2021-03-29,2031-02-05,Current,Home Improvement
LOAN0258,ACC0258,CUST0258,PROD005,BR010,58400.0,14.26,60,1366.75,17981.36,2023-04-21,2028-03-25,Default,Business Expansion
LOAN0259,ACC0259,CUST0259,PROD005,BR005,184000.0,11.14,60,4013.46,155574.28,2021-07-06,2026-06-10,Current,Business Expansion
LOAN0260,ACC0260,CUST0260,PROD009,BR003,11600.0,10.04,48,294.43,5302.46,2022-10-22,2026-10-01,Current,Debt Consolidation
LOAN0261,ACC0261,CUST0261,PROD004,BR010,55200.0,5.96,180,464.62,45783.63,2023-04-08,2038-01-19,Current,Education
LOAN0262,ACC0262,CUST0262,PROD002,BR001,598900.0,6.16,360,3652.55,91046.78,2020-09-21,2050-04-17,Default,Home Purchase
LOAN0263,ACC0263,CUST0263,PROD001,BR008,19700.0,16.85,48,566.92,6776.91,2021-01-29,2025-01-08,Current,Personal
LOAN0264,ACC0264,CUST0264,PROD006,BR008,164100.0,6.22,60,3189.33,50504.86,2020-03-17,2025-02-19,Current,Home Improvement
LOAN0265,ACC0265,CUST0265,PROD007,BR005,2200.0,14.63,12,198.18,322.12,2023-03-06,2024-02-29,Paid Off,Credit Building
LOAN0266,ACC0266,CUST0266,PROD006,BR002,44500.0,6.17,180,379.62,17057.77,2022-08-03,2037-05-16,Current,Home Improvement
LOAN0267,ACC0267,CUST0267,PROD010,BR007,135600.0,11.39,60,2974.71,124652.47,2022-08-23,2027-07-28,Current,Investment
LOAN0268,ACC0268,CUST0268,PROD002,BR010,404700.0,6.73,300,2791.01,230544.6,2022-01-08,2046-08-30,60-Days Late,Home Purchase
LOAN0269,ACC0269,CUST0269,PROD007,BR007,1500.0,14.72,24,72.53,1278.4,2020-04-08,2022-03-29,Current,Credit Building
LOAN0270,ACC0270,CUST0270,PROD007,BR003,4700.0,21.33,12,438.38,1248.64,2021-05-24,2022-05-19,Current,Credit Building
LOAN0271,ACC0271,CUST0271,PROD007,BR004,3500.0,14.19,12,314.57,2474.76,2022-07-12,2023-07-07,60-Days Late,Credit Building
LOAN0272,ACC0272,CUST0272,PROD007,BR009,4200.0,14.32,24,202.29,2451.62,2020-10-15,2022-10-05,90-Days Late,Credit Building
LOAN0273,ACC0273,CUST0273,PROD001,BR003,44900.0,14.3,60,1051.74,38428.94,2022-06-16,2027-05-21,Current,Personal
LOAN0274,ACC0274,CUST0274,PROD001,BR005,14400.0,10.81,36,470.14,8007.51,2021-04-12,2024-03-27,Current,Personal
LOAN0275,ACC0275,CUST0275,PROD001,BR003,12300.0,13.31,48,331.87,5316.27,2022-05-14,2026-04-23,90-Days Late,Personal
LOAN0276,ACC0276,CUST0276,PROD003,BR004,20100.0,8.88,48,499.04,2169.22,2021-04-23,2025-04-02,Current,Auto Purchase
LOAN0277,ACC0277,CUST0277,PROD010,BR002,147000.0,13.87,24,7048.87,42121.48,2020-02-14,2022-02-03,Current,Investment
LOAN0278,ACC0278,CUST0278,PROD002,BR002,435200.0,5.13,360,2370.95,388586.81,2022-01-17,2051-08-13,Default,Home Purchase
LOAN0279,ACC0279,CUST0279,PROD003,BR008,40500.0,7.76,60,816.55,34985.85,2021-05-25,2026-04-29,Current,Auto Purchase
LOAN0280,ACC0280,CUST0280,PROD006,BR004,30100.0,8.81,60,622.05,21807.71,2021-04-17,2026-03-22,Current,Home Improvement
LOAN0281,ACC0281,CUST0281,PROD008,BR003,42900.0,11.71,24,2013.65,8923.09,2020-04-05,2022-03-26,Current,Small Business
LOAN0282,ACC0282,CUST0282,PROD010,BR001,90900.0,12.53,24,4301.51,31703.46,2020-09-28,2022-09-18,Current,Investment
LOAN0283,ACC0283,CUST0283,PROD007,BR005,3500.0,19.41,12,323.23,2260.52,2022-09-02,2023-08-28,Current,Credit Building
LOAN0284,ACC0284,CUST0284,PROD005,BR007,54100.0,16.65,60,1334.36,47976.44,2021-01-09,2025-12-14,Current,Business Expansion
LOAN0285,ACC0285,CUST0285,PROD009,BR004,29200.0,19.99,36,1085.03,18529.85,2022-08-18,2025-08-02,Default,Debt Consolidation
LOAN0286,ACC0286,CUST0286,PROD002,BR003,177800.0,5.66,300,1108.9,77355.89,2022-02-28,2046-10-20,60-Days Late,Home Purchase
LOAN0287,ACC0287,CUST0287,PROD009,BR003,47600.0,15.03,60,1133.15,23022.41,2021-01-19,2025-12-24,Current,Debt Consolidation
LOAN0288,ACC0288,CUST0288,PROD003,BR002,16500.0,6.06,36,502.41,9096.09,2020-09-01,2023-08-17,Current,Auto Purchase
LOAN0289,ACC0289,CUST0289,PROD006,BR009,94900.0,8.74,180,947.92,63504.06,2020-04-12,2035-01-24,Paid Off,Home Improvement
LOAN0290,ACC0290,CUST0290,PROD008,BR001,130800.0,15.06,24,6345.78,79595.02,2021-04-06,2023-03-27,30-Days Late,Small Business
LOAN0291,ACC0291,CUST0291,PROD010,BR010,163300.0,9.48,60,3428.01,118382.02,2021-10-13,2026-09-17,Current,Investment
LOAN0292,ACC0292,CUST0292,PROD002,BR003,187800.0,6.61,360,1200.64,58651.32,2021-06-05,2050-12-30,Current,Home Purchase
LOAN0293,ACC0293,CUST0293,PROD001,BR006,43600.0,9.06,24,1993.06,10888.03,2022-02-08,2024-01-29,60-Days Late,Personal
LOAN0294,ACC0294,CUST0294,PROD005,BR010,266700.0,12.21,24,12580.67,194432.89,2021-02-03,2023-01-24,Current,Business Expansion
LOAN0295,ACC0295,CUST0295,PROD004,BR004,78200.0,5.17,120,835.95,28075.62,2020-02-07,2029-12-16,Current,Education
LOAN0296,ACC0296,CUST0296,PROD010,BR010,465100.0,6.6,36,14276.03,364533.08,2020-02-12,2023-01-27,Current,Investment
LOAN0297,ACC0297,CUST0297,PROD007,BR009,3600.0,14.71,24,174.06,2771.35,2021-01-23,2023-01-13,Current,Credit Building
LOAN0298,ACC0298,CUST0298,PROD003,BR007,31400.0,9.78,48,793.07,22919.45,2023-05-09,2027-04-18,Current,Auto Purchase
LOAN0299,ACC0299,CUST0299,PROD008,BR008,76400.0,18.93,24,3848.62,44476.48,2022-01-04,2023-12-25,Current,Small Business
LOAN0300,ACC0300,CUST0300,PROD007,BR006,2900.0,15.4,12,262.3,1902.41,2020-02-26,2021-02-20,Paid Off,Credit Building
LOAN0301,ACC0301,CUST0301,PROD003,BR010,24300.0,5.96,72,402.26,3298.37,2021-03-23,2027-02-20,Current,Auto Purchase
LOAN0302,ACC0302,CUST0302,PROD010,BR007,154700.0,8.55,60,3177.64,100383.24,2020-11-11,2025-10-16,30-Days Late,Investment
LOAN0303,ACC0303,CUST0303,PROD005,BR003,36800.0,12.15,36,1224.92,23183.15,2021-06-14,2024-05-29,30-Days Late,Business Expansion
LOAN0304,ACC0304,CUST0304,PROD006,BR002,55000.0,8.12,60,1118.36,41043.24,2023-01-07,2027-12-12,Current,Home Improvement
LOAN0305,ACC0305,CUST0305,PROD009,BR004,36700.0,11.29,60,803.26,9184.66,2020-06-20,2025-05-25,Paid Off,Debt Consolidation
LOAN0306,ACC0306,CUST0306,PROD003,BR002,28600.0,7.42,36,888.59,15946.71,2022-02-01,2025-01-16,Current,Auto Purchase
LOAN0307,ACC0307,CUST0307,PROD009,BR008,49600.0,12.9,36,1668.83,37152.36,2020-07-31,2023-07-16,Current,Debt Consolidation
LOAN0308,ACC0308,CUST0308,PROD009,BR009,7600.0,13.03,48,204.0,6168.13,2020-09-30,2024-09-09,Current,Debt Consolidation
LOAN0309,ACC0309,CUST0309,PROD007,BR003,3100.0,18.97,24,156.22,1991.87,2022-06-24,2024-06-13,Default,Credit Building
LOAN0310,ACC0310,CUST0310,PROD009,BR006,39900.0,20.44,60,1066.9,13546.19,2022-04-02,2027-03-07,60-Days Late,Debt Consolidation
LOAN0311,ACC0311,CUST0311,PROD002,BR010,317700.0,4.2,300,1712.22,61959.16,2021-01-04,2045-08-26,Paid Off,Home Purchase
LOAN0312,ACC0312,CUST0312,PROD003,BR003,13800.0,6.69,60,271.24,1913.39,2020-05-10,2025-04-14,Current,Auto Purchase
LOAN0313,ACC0313,CUST0313,PROD004,BR002,26100.0,5.8,180,217.44,19747.59,2023-03-09,2037-12-20,Current,Education
LOAN0314,ACC0314,CUST0314,PROD008,BR010,72500.0,19.32,36,2669.31,44804.91,2023-04-19,2026-04-03,Current,Small Business
LOAN0315,ACC0315,CUST0315,PROD009,BR002,34300.0,15.36,36,1195.08,24869.3,2020-08-15,2023-07-31,Current,Debt Consolidation
LOAN0316,ACC0316,CUST0316,PROD007,BR007,2300.0,21.3,12,214.49,351.97,2020-01-05,2020-12-30,Current,Credit Building
LOAN0317,ACC0317,CUST0317,PROD003,BR009,26800.0,9.04,48,667.43,2767.68,2020-07-16,2024-06-25,Current,Auto Purchase
LOAN0318,ACC0318,CUST0318,PROD003,BR005,22200.0,8.94,48,551.82,15613.63,2023-01-31,2027-01-10,Current,Auto Purchase
LOAN0319,ACC0319,CUST0319,PROD003,BR007,52100.0,9.5,36,1668.92,25187.05,2020-05-02,2023-04-17,Current,Auto Purchase
LOAN0320,ACC0320,CUST0320,PROD008,BR007,140700.0,19.72,24,7141.81,132821.07,2023-02-12,2025-02-01,Default,Small Business
LOAN0321,ACC0321,CUST0321,PROD010,BR007,352900.0,13.92,24,16930.41,279628.7,2021-03-15,2023-03-05,60-Days Late,Investment
LOAN0322,ACC0322,CUST0322,PROD009,BR006,33600.0,19.57,60,882.17,8416.07,2022-04-04,2027-03-09,Current,Debt Consolidation
LOAN0323,ACC0323,CUST0323,PROD009,BR005,48400.0,10.74,36,1578.6,11218.86,2021-01-23,2024-01-08,Current,Debt Consolidation
LOAN0324,ACC0324,CUST0324,PROD004,BR010,16400.0,6.42,180,142.14,6509.63,2021-04-03,2036-01-15,60-Days Late,Education
LOAN0325,ACC0325,CUST0325,PROD002,BR009,338400.0,6.0,180,2855.61,307865.3,2022-04-11,2037-01-22,Current,Home Purchase
LOAN0326,ACC0326,CUST0326,PROD001,BR007,39000.0,15.02,36,1352.33,24943.75,2020-01-13,2022-12-28,Current,Personal
LOAN0327,ACC0327,CUST0327,PROD005,BR004,236800.0,14.83,36,8189.05,113168.02,2023-05-27,2026-05-11,Current,Business Expansion
LOAN0328,ACC0328,CUST0328,PROD009,BR002,20900.0,16.26,60,511.14,13517.36,2022-12-28,2027-12-02,Current,Debt Consolidation
LOAN0329,ACC0329,CUST0329,PROD008,BR003,112800.0,9.21,24,5164.11,47414.33,2022-03-11,2024-02-29,Default,Small Business
LOAN0330,ACC0330,CUST0330,PROD009,BR007,39400.0,16.47,48,1126.11,31717.71,2023-03-23,2027-03-02,Current,Debt Consolidation
LOAN0331,ACC0331,CUST0331,PROD005,BR010,164500.0,14.22,24,7915.23,62053.96,2021-12-04,2023-11-24,30-Days Late,Business Expansion
LOAN0332,ACC0332,CUST0332,PROD001,BR008,38200.0,16.72,24,1883.56,12525.76,2022-06-30,2024-06-19,90-Days Late,Personal
LOAN0333,ACC0333,CUST0333,PROD007,BR007,3200.0,23.87,12,302.39,1881.54,2022-06-15,2023-06-10,Current,Credit Building
LOAN0334,ACC0334,CUST0334,PROD001,BR009,40200.0,12.26,60,899.52,23126.15,2021-06-06,2026-05-11,Default,Personal
LOAN0335,ACC0335,CUST0335,PROD005,BR007,100800.0,18.49,24,5056.25,78793.87,2023-05-30,2025-05-19,Current,Business Expansion
LOAN0336,ACC0336,CUST0336,PROD008,BR004,50500.0,14.73,36,1743.93,22162.82,2021-02-26,2024-02-11,Default,Small Business
LOAN0337,ACC0337,CUST0337,PROD002,BR007,246500.0,5.61,180,2028.53,85415.55,2021-06-27,2036-04-09,30-Days Late,Home Purchase
LOAN0338,ACC0338,CUST0338,PROD009,BR007,44400.0,13.22,36,1500.72,35979.1,2020-08-30,2023-08-15,Current,Debt Consolidation
LOAN0339,ACC0339,CUST0339,PROD003,BR008,12000.0,8.1,36,376.59,9766.65,2020-02-07,2023-01-22,Current,Auto Purchase
LOAN0340,ACC0340,CUST0340,PROD005,BR006,168000.0,16.47,24,8263.58,142072.7,2023-02-13,2025-02-02,Current,Business Expansion
LOAN0341,ACC0341,CUST0341,PROD001,BR006,26700.0,14.43,36,918.13,16173.62,2023-06-21,2026-06-05,Default,Personal
LOAN0342,ACC0342,CUST0342,PROD002,BR009,273800.0,6.85,240,2098.19,62144.58,2020-01-30,2039-10-17,90-Days Late,Home Purchase
LOAN0343,ACC0343,CUST0343,PROD001,BR001,5000.0,7.98,48,122.02,3729.03,2022-03-10,2026-02-17,30-Days Late,Personal
LOAN0344,ACC0344,CUST0344,PROD010,BR006,340300.0,6.65,36,10453.11,118719.19,2022-03-04,2025-02-16,90-Days Late,Investment
LOAN0345,ACC0345,CUST0345,PROD004,BR008,78400.0,6.39,120,885.83,37749.73,2022-06-03,2032-04-11,90-Days Late,Education
LOAN0346,ACC0346,CUST0346,PROD001,BR002,28900.0,9.18,24,1322.68,5665.81,2020-03-04,2022-02-22,Current,Personal
LOAN0347,ACC0347,CUST0347,PROD002,BR001,215500.0,6.65,300,1475.33,45642.4,2021-05-31,2046-01-20,Current,Home Purchase
LOAN0348,ACC0348,CUST0348,PROD008,BR005,103100.0,20.93,36,3880.59,24755.29,2022-02-05,2025-01-20,Current,Small Business
LOAN0349,ACC0349,CUST0349,PROD003,BR002,26200.0,7.74,72,456.05,5669.36,2022-09-05,2028-08-04,90-Days Late,Auto Purchase
LOAN0350,ACC0350,CUST0350,PROD003,BR003,16200.0,5.55,48,377.12,14451.85,2021-03-17,2025-02-24,Current,Auto Purchase
LOAN0351,ACC0351,CUST0351,PROD001,BR005,27500.0,12.5,60,618.69,15400.17,2021-09-13,2026-08-18,Current,Personal
LOAN0352,ACC0352,CUST0352,PROD010,BR004,320400.0,9.24,24,14672.7,177572.38,2021-04-19,2023-04-09,Current,Investment
LOAN0353,ACC0353,CUST0353,PROD002,BR003,243700.0,6.06,240,1754.39,58802.5,2020-07-27,2040-04-13,Paid Off,Home Purchase
LOAN0354,ACC0354,CUST0354,PROD001,BR001,38300.0,11.6,36,1264.8,34123.02,2020-07-06,2023-06-21,60-Days Late,Personal
LOAN0355,ACC0355,CUST0355,PROD008,BR004,139200.0,17.0,36,4962.86,32502.5,2022-10-10,2025-09-24,Current,Small Business
LOAN0356,ACC0356,CUST0356,PROD009,BR004,32800.0,15.83,60,794.67,18729.53,2021-10-19,2026-09-23,30-Days Late,Debt Consolidation
LOAN0357,ACC0357,CUST0357,PROD005,BR003,212300.0,11.81,60,4702.14,39528.71,2021-10-02,2026-09-06,Current,Business Expansion
LOAN0358,ACC0358,CUST0358,PROD008,BR006,96100.0,14.61,24,4641.78,84452.81,2021-11-19,2023-11-09,30-Days Late,Small Business
LOAN0359,ACC0359,CUST0359,PROD006,BR005,127900.0,6.63,120,1460.75,42060.97,2021-09-21,2031-07-31,Current,Home Improvement
LOAN0360,ACC0360,CUST0360,PROD004,BR006,62900.0,5.18,180,503.33,12285.3,2021-08-28,2036-06-10,Current,Education
LOAN0361,ACC0361,CUST0361,PROD006,BR010,74100.0,8.38,180,724.49,19971.65,2022-07-29,2037-05-11,Paid Off,Home Improvement
LOAN0362,ACC0362,CUST0362,PROD004,BR001,30000.0,5.81,180,250.09,8667.26,2020-03-03,2034-12-15,Current,Education
LOAN0363,ACC0363,CUST0363,PROD002,BR002,444200.0,4.54,240,2819.83,397953.55,2022-05-24,2042-02-08,Current,Home Purchase
LOAN0364,ACC0364,CUST0364,PROD003,BR009,13400.0,10.66,72,252.73,6752.73,2023-01-17,2028-12-16,Default,Auto Purchase
LOAN0365,ACC0365,CUST0365,PROD007,BR003,1900.0,14.62,12,171.15,908.95,2020-09-07,2021-09-02,Current,Credit Building
LOAN0366,ACC0366,CUST0366,PROD004,BR006,59700.0,5.79,180,497.03,11122.0,2020-04-12,2035-01-24,Current,Education
LOAN0367,ACC0367,CUST0367,PROD007,BR008,1300.0,16.76,24,64.13,226.82,2022-10-13,2024-10-02,60-Days Late,Credit Building
LOAN0368,ACC0368,CUST0368,PROD003,BR010,50500.0,9.33,36,1613.65,14685.97,2021-09-27,2024-09-11,Current,Auto Purchase
LOAN0369,ACC0369,CUST0369,PROD010,BR010,165600.0,9.66,36,5317.05,153332.1,2021-06-20,2024-06-04,30-Days Late,Investment
LOAN0370,ACC0370,CUST0370,PROD010,BR010,405600.0,12.29,24,19147.98,224064.02,2020-04-08,2022-03-29,Current,Investment
LOAN0371,ACC0371,CUST0371,PROD010,BR001,289100.0,8.47,60,5927.15,69143.17,2021-11-28,2026-11-02,Current,Investment
LOAN0372,ACC0372,CUST0372,PROD007,BR009,1800.0,16.85,24,88.87,603.71,2022-03-09,2024-02-27,90-Days Late,Credit Building
LOAN0373,ACC0373,CUST0373,PROD005,BR010,231500.0,17.91,60,5867.25,165653.89,2023-06-13,2028-05-17,Current,Business Expansion
LOAN0374,ACC0374,CUST0374,PROD009,BR006,42100.0,19.64,48,1273.06,16682.13,2023-03-15,2027-02-22,Paid Off,Debt Consolidation
LOAN0375,ACC0375,CUST0375,PROD002,BR010,125700.0,4.24,360,617.63,62013.67,2023-04-10,2052-11-03,30-Days Late,Home Purchase
LOAN0376,ACC0376,CUST0376,PROD002,BR003,249600.0,5.48,360,1414.07,123003.82,2020-06-16,2050-01-10,90-Days Late,Home Purchase
LOAN0377,ACC0377,CUST0377,PROD009,BR005,46200.0,12.49,48,1227.77,35639.67,2020-07-21,2024-06-30,Current,Debt Consolidation
LOAN0378,ACC0378,CUST0378,PROD008,BR003,83200.0,13.89,24,3990.35,21206.97,2020-06-18,2022-06-08,Current,Small Business
LOAN0379,ACC0379,CUST0379,PROD009,BR009,20400.0,14.45,60,479.44,15484.75,2020-08-21,2025-07-26,30-Days Late,Debt Consolidation
LOAN0380,ACC0380,CUST0380,PROD008,BR009,21200.0,20.82,36,796.75,2324.64,2023-03-26,2026-03-10,60-Days Late,Small Business
