TransactionID,AccountID,CustomerID,BranchID,TransactionDate,Amount,TransactionType,Channel,Status,Description
TXN000497,ACC0081,CUST0081,BR006,2022-08-31,16531.13,Withdrawal,ATM,Completed,Wire transfer
TXN000498,ACC0246,CUST0246,BR004,2022-11-27,16185.01,Withdrawal,Mobile,Completed,Bill payment
TXN000499,ACC0069,CUST0069,BR009,2022-03-22,22271.03,Deposit,Mobile,Completed,Transfer to savings
TXN000500,ACC0307,CUST0307,BR010,2022-02-08,21963.94,Payment,ATM,Completed,Overdraft fee
TXN000501,ACC0242,CUST0242,BR008,2022-12-16,5491.9,Withdrawal,Mobile,Pending,Bill payment
TXN000502,ACC0320,CUST0320,BR009,2023-06-26,4201.37,Payment,Branch,Completed,Transfer to savings
TXN000503,ACC0198,CUST0198,BR003,2022-08-11,423.9,Transfer,Phone,Pending,Overdraft fee
TXN000504,ACC0050,CUST0050,BR003,2024-09-01,22541.19,Transfer,Phone,Completed,Wire transfer
TXN000505,ACC0338,CUST0338,BR003,2022-01-03,22425.25,Payment,Branch,Completed,Monthly deposit
TXN000506,ACC0358,CUST0358,BR009,2024-05-28,5744.86,Fee,Branch,Completed,Overdraft fee
TXN000507,ACC0051,CUST0051,BR007,2022-10-02,6370.41,Payment,Online,Pending,Transfer to savings
TXN000508,ACC0132,CUST0132,BR004,2022-01-12,17731.63,Payment,Phone,Completed,Transfer to savings
TXN000509,ACC0336,CUST0336,BR004,2023-10-09,10227.04,Deposit,Branch,Completed,Direct deposit
TXN000510,ACC0217,CUST0217,BR010,2024-01-19,15300.9,Refund,Branch,Completed,Direct deposit
TXN000511,ACC0248,CUST0248,BR003,2024-01-29,13981.75,Transfer,ATM,Completed,Transfer to savings
TXN000512,ACC0377,CUST0377,BR003,2022-09-01,18697.88,Withdrawal,Mobile,Completed,Interest credit
TXN000513,ACC0411,CUST0411,BR009,2022-04-17,4026.84,Refund,Online,Pending,Wire transfer
TXN000514,ACC0475,CUST0475,BR010,2024-06-10,2212.64,Withdrawal,ATM,Completed,Transfer to savings
TXN000515,ACC0477,CUST0477,BR007,2024-12-03,7168.87,Refund,Online,Pending,Wire transfer
TXN000516,ACC0225,CUST0225,BR001,2023-02-18,21265.69,Interest,Phone,Completed,Overdraft fee
TXN000517,ACC0262,CUST0262,BR009,2023-04-20,15383.6,Payment,ATM,Completed,Bill payment
TXN000518,ACC0045,CUST0045,BR005,2024-03-29,8834.66,Withdrawal,Phone,Completed,ATM withdrawal
TXN000519,ACC0471,CUST0471,BR002,2023-08-06,18156.21,Transfer,Phone,Failed,Service fee
TXN000520,ACC0116,CUST0116,BR010,2023-02-03,11374.43,Withdrawal,Online,Completed,ATM withdrawal
TXN000521,ACC0287,CUST0287,BR002,2024-10-27,7363.35,Interest,Phone,Pending,Overdraft fee
TXN000522,ACC0129,CUST0129,BR008,2024-02-12,14083.58,Payment,ATM,Completed,Wire transfer
TXN000523,ACC0460,CUST0460,BR010,2022-02-26,12054.43,Withdrawal,Branch,Failed,Loan payment
TXN000524,ACC0410,CUST0410,BR006,2024-04-24,23886.59,Transfer,Online,Completed,Service fee
TXN000525,ACC0048,CUST0048,BR007,2023-12-02,1909.96,Interest,Branch,Completed,Overdraft fee
TXN000526,ACC0138,CUST0138,BR003,2023-01-25,12479.99,Deposit,Mobile,Completed,Loan payment
TXN000527,ACC0428,CUST0428,BR004,2023-12-31,3908.33,Deposit,Online,Completed,Overdraft fee
TXN000528,ACC0004,CUST0004,BR009,2022-03-28,21201.78,Withdrawal,ATM,Failed,Overdraft fee
TXN000529,ACC0445,CUST0445,BR005,2024-10-02,4579.97,Payment,Phone,Completed,Overdraft fee
TXN000530,ACC0066,CUST0066,BR001,2024-12-12,19983.76,Transfer,Phone,Completed,Bill payment
TXN000531,ACC0235,CUST0235,BR002,2024-11-27,11507.16,Payment,Online,Completed,ATM withdrawal
TXN000532,ACC0167,CUST0167,BR006,2023-06-16,4686.94,Withdrawal,ATM,Completed,Interest credit
TXN000533,ACC0095,CUST0095,BR008,2024-05-18,5271.21,Payment,ATM,Completed,Wire transfer
TXN000534,ACC0093,CUST0093,BR010,2022-09-26,24482.02,Payment,Online,Completed,Direct deposit
TXN000535,ACC0222,CUST0222,BR007,2023-02-06,3654.63,Refund,Mobile,Completed,Transfer to savings
TXN000536,ACC0256,CUST0256,BR003,2024-11-24,13354.22,Withdrawal,Branch,Completed,Overdraft fee
TXN000537,ACC0025,CUST0025,BR007,2022-07-22,17266.67,Deposit,ATM,Completed,Wire transfer
TXN000538,ACC0382,CUST0382,BR006,2023-06-17,9030.44,Transfer,ATM,Completed,Interest credit
TXN000539,ACC0445,CUST0445,BR010,2023-02-12,14425.58,Transfer,Phone,Completed,Interest credit
TXN000540,ACC0167,CUST0167,BR009,2024-09-25,19370.86,Withdrawal,Online,Completed,Bill payment
TXN000541,ACC0445,CUST0445,BR003,2023-11-22,10551.19,Transfer,Branch,Completed,Bill payment
TXN000542,ACC0176,CUST0176,BR004,2023-10-05,7928.79,Withdrawal,ATM,Completed,Wire transfer
TXN000543,ACC0400,CUST0400,BR006,2024-12-02,24138.5,Withdrawal,Mobile,Completed,Loan payment
TXN000544,ACC0339,CUST0339,BR005,2022-06-13,5272.18,Withdrawal,Online,Pending,Direct deposit
TXN000545,ACC0028,CUST0028,BR001,2024-03-24,13104.33,Refund,Online,Completed,Transfer to savings
TXN000546,ACC0159,CUST0159,BR004,2023-05-22,18442.45,Withdrawal,Mobile,Pending,Monthly deposit
TXN000547,ACC0018,CUST0018,BR006,2023-10-29,21607.39,Transfer,Phone,Completed,Bill payment
TXN000548,ACC0497,CUST0497,BR009,2022-12-29,14774.86,Transfer,Phone,Completed,Direct deposit
TXN000549,ACC0159,CUST0159,BR006,2024-09-13,13496.31,Fee,Branch,Completed,Bill payment
TXN000550,ACC0156,CUST0156,BR001,2022-01-01,13087.67,Payment,Mobile,Completed,Monthly deposit
TXN000551,ACC0353,CUST0353,BR008,2024-09-04,7497.27,Payment,ATM,Completed,Direct deposit
TXN000552,ACC0192,CUST0192,BR004,2024-04-23,22055.23,Withdrawal,Mobile,Completed,Transfer to savings
TXN000553,ACC0425,CUST0425,BR007,2023-03-28,6581.88,Withdrawal,Mobile,Completed,Overdraft fee
TXN000554,ACC0414,CUST0414,BR005,2023-08-07,16214.94,Transfer,ATM,Pending,Bill payment
TXN000555,ACC0070,CUST0070,BR005,2022-08-15,15925.95,Transfer,ATM,Completed,Interest credit
TXN000556,ACC0010,CUST0010,BR003,2022-04-12,24243.21,Deposit,Online,Completed,Wire transfer
TXN000557,ACC0373,CUST0373,BR001,2023-04-22,2264.02,Deposit,Mobile,Completed,Wire transfer
TXN000558,ACC0191,CUST0191,BR008,2022-03-06,8262.91,Fee,Mobile,Completed,ATM withdrawal
TXN000559,ACC0279,CUST0279,BR008,2023-01-07,4812.89,Fee,Branch,Completed,Loan payment
TXN000560,ACC0198,CUST0198,BR008,2023-05-22,18443.1,Deposit,Branch,Completed,Loan payment
TXN000561,ACC0243,CUST0243,BR007,2023-10-02,23406.02,Deposit,Online,Completed,ATM withdrawal
TXN000562,ACC0130,CUST0130,BR008,2023-09-04,4976.1,Interest,Mobile,Completed,Transfer to savings
TXN000563,ACC0167,CUST0167,BR001,2022-12-09,19861.82,Transfer,Branch,Completed,Monthly deposit
TXN000564,ACC0298,CUST0298,BR008,2022-11-14,9291.25,Deposit,Mobile,Completed,Interest credit
TXN000565,ACC0477,CUST0477,BR001,2022-05-03,8894.39,Deposit,Phone,Completed,Loan payment
TXN000566,ACC0163,CUST0163,BR009,2023-12-13,20140.08,Withdrawal,Mobile,Completed,Bill payment
TXN000567,ACC0129,CUST0129,BR001,2024-09-20,17668.58,Transfer,Phone,Completed,Bill payment
TXN000568,ACC0279,CUST0279,BR006,2023-10-25,18312.74,Withdrawal,Phone,Completed,ATM withdrawal
TXN000569,ACC0272,CUST0272,BR003,2024-07-09,7398.86,Withdrawal,ATM,Completed,Direct deposit
TXN000570,ACC0195,CUST0195,BR003,2022-02-08,15497.17,Withdrawal,Phone,Completed,Direct deposit
TXN000571,ACC0420,CUST0420,BR007,2023-01-24,13106.5,Transfer,Phone,Completed,Transfer to savings
TXN000572,ACC0329,CUST0329,BR006,2022-08-15,2415.44,Payment,Online,Completed,Monthly deposit
TXN000573,ACC0104,CUST0104,BR002,2024-09-21,4798.5,Deposit,Branch,Completed,Overdraft fee
TXN000574,ACC0132,CUST0132,BR001,2024-01-21,5525.86,Payment,Online,Completed,Wire transfer
TXN000575,ACC0476,CUST0476,BR002,2024-08-16,20027.49,Deposit,Phone,Pending,Interest credit
TXN000576,ACC0407,CUST0407,BR001,2023-06-29,13230.23,Payment,ATM,Completed,Direct deposit
TXN000577,ACC0050,CUST0050,BR002,2023-04-19,13296.21,Deposit,Phone,Completed,Bill payment
TXN000578,ACC0286,CUST0286,BR009,2024-04-30,18655.25,Payment,Phone,Completed,Transfer to savings
TXN000579,ACC0453,CUST0453,BR002,2022-12-08,19813.62,Transfer,Phone,Completed,Overdraft fee
TXN000580,ACC0227,CUST0227,BR006,2023-10-08,13756.53,Refund,ATM,Completed,Interest credit
TXN000581,ACC0312,CUST0312,BR004,2023-03-15,9382.83,Transfer,ATM,Completed,Transfer to savings
TXN000582,ACC0001,CUST0001,BR001,2023-08-06,14898.11,Transfer,ATM,Failed,Loan payment
TXN000583,ACC0439,CUST0439,BR006,2022-02-14,19290.36,Interest,ATM,Completed,Overdraft fee
TXN000584,ACC0475,CUST0475,BR010,2022-11-13,2366.24,Transfer,Mobile,Completed,Overdraft fee
TXN000585,ACC0128,CUST0128,BR004,2023-06-09,20278.75,Deposit,Branch,Completed,ATM withdrawal
TXN000586,ACC0371,CUST0371,BR006,2024-09-15,4330.83,Fee,Phone,Completed,Service fee
TXN000587,ACC0020,CUST0020,BR010,2024-02-21,1971.15,Deposit,ATM,Completed,Transfer to savings
TXN000588,ACC0477,CUST0477,BR002,2023-04-10,18694.49,Fee,Online,Completed,Monthly deposit
TXN000589,ACC0157,CUST0157,BR009,2022-03-26,7989.72,Transfer,ATM,Completed,Monthly deposit
TXN000590,ACC0345,CUST0345,BR007,2024-07-01,18823.48,Transfer,Online,Completed,Transfer to savings
TXN000591,ACC0076,CUST0076,BR003,2023-11-20,2072.8,Transfer,Online,Completed,Transfer to savings
TXN000592,ACC0257,CUST0257,BR007,2022-09-25,19053.2,Transfer,Mobile,Completed,Loan payment
TXN000593,ACC0288,CUST0288,BR010,2024-12-09,6163.68,Deposit,Branch,Failed,ATM withdrawal
TXN000594,ACC0058,CUST0058,BR007,2024-05-17,9138.04,Deposit,ATM,Completed,Service fee
TXN000595,ACC0087,CUST0087,BR006,2024-06-24,15583.32,Withdrawal,Mobile,Completed,ATM withdrawal
TXN000596,ACC0058,CUST0058,BR001,2023-05-13,23724.03,Interest,ATM,Completed,ATM withdrawal
TXN000597,ACC0157,CUST0157,BR008,2024-08-22,578.48,Deposit,Phone,Completed,Service fee
TXN000598,ACC0281,CUST0281,BR008,2022-10-17,17379.83,Payment,Branch,Completed,Monthly deposit
TXN000599,ACC0131,CUST0131,BR003,2022-05-04,7107.5,Payment,Phone,Completed,Monthly deposit
TXN000600,ACC0035,CUST0035,BR007,2023-07-10,16577.91,Interest,ATM,Completed,Transfer to savings
TXN000601,ACC0119,CUST0119,BR007,2024-11-07,24415.53,Deposit,ATM,Completed,ATM withdrawal
TXN000602,ACC0096,CUST0096,BR004,2024-10-22,24170.12,Transfer,Online,Failed,Service fee
TXN000603,ACC0171,CUST0171,BR008,2024-03-16,18612.32,Deposit,ATM,Completed,Direct deposit
TXN000604,ACC0142,CUST0142,BR001,2023-06-12,21968.15,Interest,Online,Failed,Loan payment
TXN000605,ACC0078,CUST0078,BR006,2024-03-15,16426.72,Deposit,Branch,Completed,Loan payment
TXN000606,ACC0214,CUST0214,BR004,2022-11-09,10667.36,Withdrawal,Phone,Completed,Loan payment
TXN000607,ACC0335,CUST0335,BR003,2023-02-19,21566.07,Withdrawal,Phone,Completed,Bill payment
TXN000608,ACC0336,CUST0336,BR010,2022-11-20,7944.23,Transfer,Online,Pending,Bill payment
TXN000609,ACC0373,CUST0373,BR001,2023-10-15,22004.5,Withdrawal,Branch,Completed,Service fee
TXN000610,ACC0078,CUST0078,BR004,2022-08-07,3297.33,Deposit,Phone,Completed,Overdraft fee
TXN000611,ACC0119,CUST0119,BR010,2023-04-21,5780.5,Deposit,Online,Completed,Direct deposit
TXN000612,ACC0434,CUST0434,BR010,2024-08-18,17803.36,Withdrawal,Branch,Completed,Loan payment
TXN000613,ACC0116,CUST0116,BR001,2024-04-16,19115.83,Deposit,ATM,Completed,Loan payment
TXN000614,ACC0388,CUST0388,BR004,2022-05-16,4435.18,Refund,Branch,Completed,Interest credit
TXN000615,ACC0444,CUST0444,BR008,2023-05-21,10694.62,Payment,Phone,Completed,Interest credit
TXN000616,ACC0202,CUST0202,BR010,2024-12-11,16038.43,Payment,Online,Completed,Monthly deposit
TXN000617,ACC0450,CUST0450,BR004,2024-11-28,13451.35,Refund,Online,Completed,Monthly deposit
TXN000618,ACC0098,CUST0098,BR005,2024-06-19,9957.02,Withdrawal,ATM,Completed,Overdraft fee
TXN000619,ACC0471,CUST0471,BR001,2024-11-24,22592.85,Transfer,Branch,Completed,Bill payment
TXN000620,ACC0399,CUST0399,BR010,2022-10-05,9832.74,Withdrawal,Online,Completed,Loan payment
TXN000621,ACC0452,CUST0452,BR008,2022-07-04,6259.56,Payment,Mobile,Completed,ATM withdrawal
TXN000622,ACC0362,CUST0362,BR008,2024-01-14,2141.81,Payment,Phone,Completed,Direct deposit
TXN000623,ACC0195,CUST0195,BR001,2022-12-16,22807.2,Transfer,Mobile,Completed,Monthly deposit
TXN000624,ACC0215,CUST0215,BR005,2023-09-26,18256.74,Refund,ATM,Completed,Bill payment
TXN000625,ACC0492,CUST0492,BR004,2022-01-08,15567.78,Withdrawal,Branch,Completed,Monthly deposit
TXN000626,ACC0312,CUST0312,BR008,2023-05-03,5429.68,Payment,Branch,Completed,Overdraft fee
TXN000627,ACC0004,CUST0004,BR004,2023-07-24,15497.95,Transfer,Mobile,Completed,Interest credit
TXN000628,ACC0019,CUST0019,BR003,2022-03-08,16678.24,Fee,ATM,Completed,ATM withdrawal
TXN000629,ACC0214,CUST0214,BR003,2022-11-27,16805.54,Transfer,Phone,Completed,Wire transfer
TXN000630,ACC0384,CUST0384,BR010,2024-01-08,23287.68,Deposit,ATM,Pending,ATM withdrawal
TXN000631,ACC0389,CUST0389,BR007,2022-05-13,7327.89,Deposit,ATM,Completed,Loan payment
TXN000632,ACC0357,CUST0357,BR004,2022-04-30,2741.46,Payment,Phone,Completed,Overdraft fee
TXN000633,ACC0479,CUST0479,BR005,2024-05-24,15225.03,Withdrawal,Phone,Completed,Bill payment
TXN000634,ACC0315,CUST0315,BR010,2024-10-13,12997.45,Transfer,Branch,Pending,Loan payment
TXN000635,ACC0363,CUST0363,BR005,2023-02-01,49.51,Deposit,Online,Completed,Overdraft fee
TXN000636,ACC0213,CUST0213,BR007,2022-04-04,8351.47,Transfer,Mobile,Completed,Service fee
TXN000637,ACC0131,CUST0131,BR002,2023-09-23,7514.1,Transfer,Online,Completed,Transfer to savings
TXN000638,ACC0371,CUST0371,BR010,2022-03-01,20802.75,Deposit,ATM,Completed,Wire transfer
TXN000639,ACC0409,CUST0409,BR001,2022-10-06,12042.57,Transfer,Phone,Completed,Transfer to savings
TXN000640,ACC0476,CUST0476,BR001,2024-12-03,7490.6,Payment,ATM,Completed,Overdraft fee
TXN000641,ACC0351,CUST0351,BR006,2023-12-26,1664.66,Deposit,Online,Completed,Direct deposit
TXN000642,ACC0432,CUST0432,BR003,2024-03-08,4692.6,Deposit,ATM,Completed,Monthly deposit
TXN000643,ACC0140,CUST0140,BR007,2022-06-27,12431.39,Deposit,Branch,Completed,Direct deposit
TXN000644,ACC0155,CUST0155,BR003,2022-08-18,9361.65,Deposit,Mobile,Completed,Monthly deposit
TXN000645,ACC0410,CUST0410,BR008,2024-10-21,3860.4,Withdrawal,Branch,Completed,Interest credit
TXN000646,ACC0074,CUST0074,BR002,2024-11-23,16921.17,Deposit,Online,Completed,Direct deposit
TXN000647,ACC0060,CUST0060,BR001,2023-09-29,23309.11,Payment,Phone,Completed,Monthly deposit
TXN000648,ACC0053,CUST0053,BR009,2023-10-02,571.78,Payment,Mobile,Completed,Service fee
TXN000649,ACC0273,CUST0273,BR006,2024-06-22,16781.39,Withdrawal,Mobile,Completed,Overdraft fee
TXN000650,ACC0287,CUST0287,BR009,2022-07-29,5172.37,Withdrawal,ATM,Failed,Service fee
TXN000651,ACC0294,CUST0294,BR004,2022-12-17,1790.36,Transfer,ATM,Completed,Monthly deposit
TXN000652,ACC0242,CUST0242,BR001,2022-08-05,9596.15,Deposit,Branch,Completed,Overdraft fee
TXN000653,ACC0323,CUST0323,BR008,2023-12-30,7817.89,Fee,Phone,Failed,Wire transfer
TXN000654,ACC0291,CUST0291,BR003,2022-07-10,20323.15,Interest,Branch,Completed,Wire transfer
TXN000655,ACC0241,CUST0241,BR004,2023-04-04,3601.6,Interest,ATM,Completed,Interest credit
TXN000656,ACC0404,CUST0404,BR006,2024-07-17,12192.79,Deposit,Online,Completed,Bill payment
TXN000657,ACC0145,CUST0145,BR006,2022-09-18,12703.66,Withdrawal,Online,Completed,Service fee
TXN000658,ACC0273,CUST0273,BR008,2024-03-31,14767.49,Deposit,Mobile,Failed,Transfer to savings
TXN000659,ACC0034,CUST0034,BR006,2023-03-03,20349.75,Transfer,Branch,Completed,Loan payment
TXN000660,ACC0089,CUST0089,BR002,2024-09-23,2866.93,Transfer,ATM,Pending,Bill payment
TXN000661,ACC0158,CUST0158,BR007,2022-05-23,14960.5,Payment,Phone,Completed,Wire transfer
TXN000662,ACC0331,CUST0331,BR001,2022-07-05,5448.12,Deposit,Phone,Completed,Monthly deposit
TXN000663,ACC0388,CUST0388,BR003,2022-11-02,11329.83,Withdrawal,Phone,Completed,Interest credit
TXN000664,ACC0154,CUST0154,BR010,2023-09-16,22963.36,Interest,ATM,Completed,Overdraft fee
TXN000665,ACC0262,CUST0262,BR007,2022-09-19,21314.1,Deposit,Phone,Completed,Direct deposit
TXN000666,ACC0421,CUST0421,BR006,2022-08-13,21532.58,Fee,Mobile,Completed,Interest credit
TXN000667,ACC0365,CUST0365,BR007,2024-04-11,9545.31,Transfer,Mobile,Completed,Transfer to savings
TXN000668,ACC0432,CUST0432,BR006,2024-05-04,3865.14,Refund,Mobile,Completed,Monthly deposit
TXN000669,ACC0074,CUST0074,BR008,2024-06-13,24374.63,Deposit,Mobile,Completed,Wire transfer
TXN000670,ACC0458,CUST0458,BR010,2024-05-21,15584.98,Transfer,Branch,Completed,Interest credit
TXN000671,ACC0116,CUST0116,BR003,2024-05-19,15118.29,Transfer,Mobile,Completed,Direct deposit
TXN000672,ACC0296,CUST0296,BR006,2022-03-10,24456.05,Transfer,ATM,Completed,ATM withdrawal
TXN000673,ACC0073,CUST0073,BR009,2023-07-27,11628.76,Deposit,Phone,Completed,ATM withdrawal
TXN000674,ACC0351,CUST0351,BR009,2023-10-02,15329.85,Interest,Phone,Completed,Direct deposit
TXN000675,ACC0464,CUST0464,BR008,2023-11-10,10531.19,Refund,ATM,Completed,Overdraft fee
TXN000676,ACC0384,CUST0384,BR005,2023-06-18,1544.83,Transfer,Mobile,Completed,Service fee
TXN000677,ACC0415,CUST0415,BR010,2022-02-25,7177.52,Deposit,Phone,Completed,Service fee
TXN000678,ACC0068,CUST0068,BR010,2023-07-30,6887.68,Withdrawal,Online,Pending,Bill payment
TXN000679,ACC0338,CUST0338,BR008,2024-01-28,20197.94,Withdrawal,Mobile,Completed,Monthly deposit
TXN000680,ACC0176,CUST0176,BR002,2022-10-25,14892.65,Fee,Branch,Completed,Transfer to savings
TXN000681,ACC0122,CUST0122,BR008,2022-12-09,5279.31,Payment,ATM,Completed,ATM withdrawal
TXN000682,ACC0027,CUST0027,BR003,2024-08-08,9974.63,Withdrawal,Phone,Completed,Transfer to savings
TXN000683,ACC0243,CUST0243,BR005,2022-10-25,13265.75,Withdrawal,ATM,Completed,Interest credit
TXN000684,ACC0493,CUST0493,BR009,2022-03-26,2443.13,Transfer,ATM,Completed,Service fee
TXN000685,ACC0172,CUST0172,BR005,2023-07-01,20059.89,Withdrawal,Phone,Completed,Loan payment
TXN000686,ACC0376,CUST0376,BR010,2023-02-04,13003.61,Payment,Mobile,Completed,Monthly deposit
TXN000687,ACC0426,CUST0426,BR002,2022-01-25,10287.11,Transfer,Branch,Completed,Service fee
TXN000688,ACC0099,CUST0099,BR001,2022-02-18,15488.74,Deposit,Phone,Pending,Overdraft fee
TXN000689,ACC0327,CUST0327,BR002,2022-09-03,2168.8,Transfer,Branch,Pending,Overdraft fee
TXN000690,ACC0412,CUST0412,BR003,2022-08-16,17394.38,Withdrawal,Branch,Completed,Wire transfer
TXN000691,ACC0473,CUST0473,BR005,2024-05-24,17308.62,Payment,ATM,Completed,Service fee
TXN000692,ACC0398,CUST0398,BR001,2024-02-23,9720.87,Refund,ATM,Completed,Wire transfer
TXN000693,ACC0036,CUST0036,BR008,2023-02-15,15261.44,Deposit,Branch,Completed,Transfer to savings
TXN000694,ACC0112,CUST0112,BR010,2022-08-06,22816.1,Payment,Online,Completed,Service fee
TXN000695,ACC0398,CUST0398,BR008,2022-02-08,22413.84,Deposit,Online,Completed,Service fee
TXN000696,ACC0078,CUST0078,BR006,2024-03-12,14370.26,Transfer,Branch,Completed,ATM withdrawal
TXN000697,ACC0277,CUST0277,BR004,2022-01-07,9616.75,Payment,Branch,Completed,Interest credit
TXN000698,ACC0171,CUST0171,BR005,2024-03-31,1389.31,Refund,Online,Pending,Interest credit
TXN000699,ACC0042,CUST0042,BR008,2023-08-17,16198.34,Deposit,Online,Completed,Service fee
TXN000700,ACC0357,CUST0357,BR007,2022-08-07,15769.12,Withdrawal,Online,Completed,Loan payment
TXN000701,ACC0072,CUST0072,BR001,2023-01-31,643.86,Refund,Mobile,Completed,Direct deposit
TXN000702,ACC0330,CUST0330,BR005,2024-10-20,13353.16,Fee,Branch,Completed,Interest credit
TXN000703,ACC0029,CUST0029,BR006,2022-03-29,10143.64,Deposit,Phone,Completed,Direct deposit
TXN000704,ACC0077,CUST0077,BR010,2023-04-23,23121.15,Deposit,Mobile,Completed,Overdraft fee
TXN000705,ACC0024,CUST0024,BR004,2022-09-25,368.99,Transfer,ATM,Completed,Overdraft fee
TXN000706,ACC0088,CUST0088,BR010,2022-05-11,20446.83,Deposit,Branch,Completed,ATM withdrawal
TXN000707,ACC0412,CUST0412,BR004,2024-05-22,8440.2,Fee,Branch,Failed,Overdraft fee
TXN000708,ACC0280,CUST0280,BR003,2023-10-21,20912.31,Payment,Online,Completed,ATM withdrawal
TXN000709,ACC0141,CUST0141,BR003,2024-04-30,4209.59,Withdrawal,Mobile,Failed,Monthly deposit
TXN000710,ACC0069,CUST0069,BR002,2024-02-10,19443.76,Deposit,Branch,Completed,ATM withdrawal
TXN000711,ACC0362,CUST0362,BR010,2023-08-05,10411.39,Fee,Branch,Completed,Service fee
TXN000712,ACC0268,CUST0268,BR008,2024-04-23,5988.95,Deposit,Online,Completed,Overdraft fee
TXN000713,ACC0487,CUST0487,BR002,2023-09-09,8702.86,Deposit,Mobile,Failed,ATM withdrawal
TXN000714,ACC0317,CUST0317,BR006,2024-11-05,5489.71,Payment,Mobile,Completed,Bill payment
TXN000715,ACC0351,CUST0351,BR008,2024-10-15,4416.33,Payment,Online,Completed,Loan payment
TXN000716,ACC0223,CUST0223,BR005,2023-11-16,15424.32,Interest,Branch,Completed,Direct deposit
TXN000717,ACC0091,CUST0091,BR003,2022-03-01,12131.68,Deposit,Mobile,Completed,Interest credit
TXN000718,ACC0215,CUST0215,BR004,2023-10-30,5759.28,Deposit,Mobile,Completed,Loan payment
TXN000719,ACC0193,CUST0193,BR004,2022-05-31,11780.05,Transfer,Branch,Failed,Wire transfer
TXN000720,ACC0092,CUST0092,BR007,2024-02-04,3418.75,Payment,ATM,Completed,Bill payment
TXN000721,ACC0017,CUST0017,BR010,2022-05-03,7022.3,Deposit,Branch,Completed,Interest credit
TXN000722,ACC0113,CUST0113,BR005,2022-11-18,19740.78,Transfer,Phone,Completed,Direct deposit
TXN000723,ACC0438,CUST0438,BR004,2022-06-27,10298.29,Transfer,Mobile,Pending,Service fee
TXN000724,ACC0008,CUST0008,BR007,2023-05-21,6203.31,Withdrawal,Mobile,Completed,Bill payment
TXN000725,ACC0468,CUST0468,BR010,2022-01-11,10450.12,Deposit,Branch,Completed,Transfer to savings
TXN000726,ACC0272,CUST0272,BR007,2024-09-08,20244.82,Payment,Online,Completed,Direct deposit
TXN000727,ACC0386,CUST0386,BR001,2024-04-12,23748.85,Deposit,ATM,Failed,Monthly deposit
TXN000728,ACC0246,CUST0246,BR005,2022-11-28,17585.58,Fee,Phone,Completed,Bill payment
TXN000729,ACC0448,CUST0448,BR007,2023-01-14,19748.57,Withdrawal,Branch,Completed,ATM withdrawal
TXN000730,ACC0198,CUST0198,BR006,2024-12-23,827.53,Withdrawal,ATM,Completed,Overdraft fee
TXN000731,ACC0407,CUST0407,BR004,2022-06-15,15515.18,Withdrawal,Online,Pending,Interest credit
TXN000732,ACC0455,CUST0455,BR001,2022-08-16,9580.05,Transfer,Online,Completed,Direct deposit
TXN000733,ACC0361,CUST0361,BR002,2023-02-24,3468.76,Withdrawal,Phone,Completed,Overdraft fee
TXN000734,ACC0447,CUST0447,BR004,2023-04-07,8018.39,Interest,Phone,Completed,ATM withdrawal
TXN000735,ACC0191,CUST0191,BR006,2024-07-15,12160.81,Transfer,Online,Completed,Direct deposit
TXN000736,ACC0461,CUST0461,BR005,2024-07-14,15527.57,Payment,Online,Pending,ATM withdrawal
TXN000737,ACC0042,CUST0042,BR007,2023-01-02,7216.43,Refund,Online,Completed,Bill payment
TXN000738,ACC0255,CUST0255,BR003,2023-02-23,13021.98,Transfer,ATM,Completed,Bill payment
TXN000739,ACC0243,CUST0243,BR006,2024-05-10,11102.06,Transfer,ATM,Completed,Loan payment
TXN000740,ACC0428,CUST0428,BR009,2023-11-19,10298.18,Withdrawal,ATM,Completed,Direct deposit
TXN000741,ACC0432,CUST0432,BR009,2024-06-30,11455.6,Transfer,ATM,Completed,Wire transfer
TXN000742,ACC0191,CUST0191,BR005,2022-04-07,3716.98,Withdrawal,Mobile,Completed,Direct deposit
TXN000743,ACC0147,CUST0147,BR003,2022-12-26,20984.9,Payment,Mobile,Completed,Interest credit
TXN000744,ACC0295,CUST0295,BR003,2024-06-21,6517.58,Deposit,Phone,Completed,Interest credit
TXN000745,ACC0076,CUST0076,BR006,2024-07-07,13501.27,Deposit,ATM,Completed,Wire transfer
TXN000746,ACC0394,CUST0394,BR003,2024-07-27,23196.0,Deposit,Phone,Completed,Service fee
TXN000747,ACC0243,CUST0243,BR005,2022-10-29,19991.41,Payment,Branch,Completed,Wire transfer
TXN000748,ACC0461,CUST0461,BR001,2022-10-13,16953.43,Deposit,Online,Pending,Wire transfer
TXN000749,ACC0183,CUST0183,BR002,2023-10-31,1385.29,Transfer,Phone,Completed,Service fee
TXN000750,ACC0101,CUST0101,BR001,2022-06-21,13464.92,Withdrawal,Online,Completed,Wire transfer
TXN000751,ACC0163,CUST0163,BR010,2024-11-13,23585.62,Interest,ATM,Completed,Transfer to savings
TXN000752,ACC0190,CUST0190,BR007,2024-02-03,314.65,Withdrawal,ATM,Pending,ATM withdrawal
TXN000753,ACC0111,CUST0111,BR008,2024-05-01,20094.1,Withdrawal,Branch,Completed,Overdraft fee
