AccountID,CustomerID,AccountType,BranchID,OpenDate,Status,Balance
ACC0393,CUST0393,Investment,BR009,2017-12-05,Active,45271.39
ACC0394,CUST0394,Money Market,BR007,2019-07-20,Inactive,113792.01
ACC0395,CUST0395,Checking,BR009,2016-09-03,Inactive,34522.98
ACC0396,CUST0396,Money Market,BR004,2020-04-27,Active,88257.04
ACC0397,CUST0397,Savings,BR008,2023-02-07,Inactive,51428.61
ACC0398,CUST0398,Checking,BR004,2019-10-23,Inactive,104842.22
ACC0399,CUST0399,Checking,BR008,2021-04-06,Active,21273.06
ACC0400,CUST0400,CD,BR005,2023-04-11,Active,121655.01
ACC0401,CUST0401,Money Market,BR006,2017-07-12,Active,103021.54
ACC0402,CUST0402,Savings,BR009,2018-05-12,Active,3974.36
ACC0403,CUST0403,Money Market,BR003,2016-09-21,Closed,149141.48
ACC0404,CUST0404,Savings,BR010,2021-10-25,Active,58937.44
ACC0405,CUST0405,Savings,BR007,2015-09-18,Active,28656.63
ACC0406,CUST0406,Checking,BR010,2020-01-24,Active,46044.5
ACC0407,CUST0407,Checking,BR009,2016-12-28,Active,103509.17
ACC0408,CUST0408,Savings,BR003,2017-03-26,Active,144467.69
ACC0409,CUST0409,Checking,BR004,2018-04-07,Active,10961.93
ACC0410,CUST0410,Checking,BR009,2015-02-15,Active,129026.25
ACC0411,CUST0411,Savings,BR003,2016-03-29,Active,63052.77
ACC0412,CUST0412,Money Market,BR007,2017-04-25,Active,31248.71
ACC0413,CUST0413,Savings,BR008,2016-10-12,Active,140903.56
ACC0414,CUST0414,Savings,BR009,2023-01-14,Active,41678.43
ACC0415,CUST0415,Checking,BR003,2019-12-31,Active,60185.92
ACC0416,CUST0416,Money Market,BR009,2018-09-09,Closed,131946.29
ACC0417,CUST0417,Savings,BR010,2015-06-10,Inactive,43542.81
ACC0418,CUST0418,CD,BR008,2018-11-21,Inactive,106891.37
ACC0419,CUST0419,Checking,BR010,2016-12-18,Active,27346.93
ACC0420,CUST0420,Savings,BR007,2020-02-19,Active,99032.47
ACC0421,CUST0421,Savings,BR002,2019-05-31,Active,7027.84
ACC0422,CUST0422,CD,BR003,2018-01-26,Inactive,80891.76
ACC0423,CUST0423,Savings,BR002,2022-10-30,Inactive,135384.09
ACC0424,CUST0424,CD,BR007,2021-03-14,Active,55625.44
ACC0425,CUST0425,Money Market,BR009,2018-08-28,Active,25143.45
ACC0426,CUST0426,Checking,BR001,2020-03-08,Active,96010.56
ACC0427,CUST0427,Savings,BR008,2019-04-11,Active,60201.6
ACC0428,CUST0428,Checking,BR001,2015-02-13,Active,106510.39
ACC0429,CUST0429,Checking,BR008,2020-06-08,Active,12841.02
ACC0430,CUST0430,Savings,BR008,2016-07-28,Active,42231.71
ACC0431,CUST0431,Checking,BR001,2021-10-22,Active,44474.63
ACC0432,CUST0432,Savings,BR007,2016-11-20,Active,114656.56
ACC0433,CUST0433,Savings,BR003,2019-12-10,Active,32892.53
ACC0434,CUST0434,Checking,BR009,2017-06-04,Active,7639.53
ACC0435,CUST0435,Savings,BR009,2022-03-10,Active,99176.04
ACC0436,CUST0436,Checking,BR005,2019-12-24,Active,1197.53
ACC0437,CUST0437,Money Market,BR004,2017-10-19,Active,36161.78
ACC0438,CUST0438,Checking,BR007,2015-04-25,Closed,50898.94
ACC0439,CUST0439,Checking,BR002,2017-06-22,Closed,14942.18
ACC0440,CUST0440,Money Market,BR003,2023-02-13,Active,62644.16
ACC0441,CUST0441,Checking,BR006,2018-08-14,Active,28837.36
ACC0442,CUST0442,Checking,BR009,2019-06-07,Closed,18560.19
ACC0443,CUST0443,Checking,BR006,2018-08-17,Active,60619.85
ACC0444,CUST0444,Checking,BR007,2017-05-21,Active,10369.43
ACC0445,CUST0445,Money Market,BR010,2019-02-20,Active,132876.28
ACC0446,CUST0446,Savings,BR010,2020-08-08,Closed,15721.13
ACC0447,CUST0447,Savings,BR010,2016-12-03,Active,14664.31
ACC0448,CUST0448,Checking,BR007,2022-08-08,Closed,115825.26
ACC0449,CUST0449,Checking,BR003,2022-02-15,Inactive,103299.95
ACC0450,CUST0450,Investment,BR008,2015-10-04,Active,91475.73
ACC0451,CUST0451,Savings,BR007,2020-09-24,Active,35247.61
ACC0452,CUST0452,Savings,BR001,2017-08-10,Active,113961.68
ACC0453,CUST0453,Checking,BR004,2023-04-11,Active,36910.09
ACC0454,CUST0454,Checking,BR003,2019-03-15,Active,30700.76
ACC0455,CUST0455,Savings,BR001,2017-09-02,Closed,89912.24
ACC0456,CUST0456,CD,BR006,2016-07-03,Active,96718.51
ACC0457,CUST0457,Money Market,BR009,2019-08-27,Active,43624.04
ACC0458,CUST0458,Checking,BR006,2018-11-04,Active,81127.11
ACC0459,CUST0459,CD,BR004,2022-09-16,Active,33755.39
ACC0460,CUST0460,CD,BR009,2018-08-10,Active,94652.49
ACC0461,CUST0461,Checking,BR008,2015-10-14,Closed,8289.98
ACC0462,CUST0462,Investment,BR004,2016-05-29,Active,89098.28
ACC0463,CUST0463,Money Market,BR004,2017-08-25,Active,64222.85
ACC0464,CUST0464,Savings,BR003,2023-02-03,Active,63890.51
ACC0465,CUST0465,Savings,BR005,2018-03-14,Active,145175.01
ACC0466,CUST0466,Checking,BR008,2015-11-24,Closed,54257.5
ACC0467,CUST0467,Savings,BR008,2019-12-13,Active,91604.44
ACC0468,CUST0468,Savings,BR003,2020-05-28,Active,57522.19
ACC0469,CUST0469,CD,BR005,2021-09-03,Active,83151.39
ACC0470,CUST0470,Checking,BR007,2020-03-14,Active,42842.25
ACC0471,CUST0471,Savings,BR008,2015-10-22,Active,107372.07
ACC0472,CUST0472,Checking,BR004,2015-01-18,Active,75354.62
ACC0473,CUST0473,Money Market,BR008,2019-07-16,Closed,141072.61
ACC0474,CUST0474,Investment,BR006,2019-04-23,Active,96336.78
ACC0475,CUST0475,Savings,BR007,2015-06-09,Closed,19109.39
ACC0476,CUST0476,CD,BR003,2017-03-06,Inactive,143585.98
ACC0477,CUST0477,Money Market,BR006,2020-09-18,Inactive,95429.47
ACC0478,CUST0478,Savings,BR001,2022-04-20,Active,63894.03
ACC0479,CUST0479,Checking,BR008,2015-05-22,Closed,54531.44
ACC0480,CUST0480,Money Market,BR001,2022-10-27,Active,22608.7
ACC0481,CUST0481,Savings,BR003,2017-11-07,Active,86962.1
ACC0482,CUST0482,Savings,BR003,2015-02-20,Active,14299.72
ACC0483,CUST0483,Money Market,BR007,2019-06-17,Inactive,146134.77
ACC0484,CUST0484,Checking,BR004,2019-09-29,Active,64317.29
ACC0485,CUST0485,Savings,BR009,2020-12-23,Active,57726.9
ACC0486,CUST0486,Checking,BR007,2023-06-10,Inactive,109283.99
ACC0487,CUST0487,Checking,BR010,2018-11-11,Inactive,40718.69
ACC0488,CUST0488,Checking,BR007,2022-11-03,Active,148060.31
ACC0489,CUST0489,Money Market,BR001,2016-02-01,Active,104599.35
ACC0490,CUST0490,Savings,BR005,2023-03-22,Active,26871.99
ACC0491,CUST0491,Checking,BR003,2017-03-22,Active,75640.76
ACC0492,CUST0492,Checking,BR010,2017-05-20,Active,9317.82
ACC0493,CUST0493,Checking,BR004,2017-11-28,Closed,130806.52
ACC0494,CUST0494,Savings,BR010,2016-03-23,Inactive,25335.86
ACC0495,CUST0495,Checking,BR007,2016-05-25,Active,51651.71
ACC0496,CUST0496,Savings,BR008,2020-06-10,Active,15570.97
ACC0497,CUST0497,Checking,BR001,2022-06-18,Active,148149.02
ACC0498,CUST0498,Checking,BR009,2015-01-30,Active,78251.08
ACC0499,CUST0499,Investment,BR005,2020-06-13,Active,50885.98
ACC0500,CUST0500,Savings,BR006,2022-08-24,Inactive,149917.05
