TransactionID,AccountID,Amount,TransactionDate,TransactionTime,MerchantCategory,Location,PreviousLocation,TimeSinceLastTxnMins,NumTxnLast24h,AvgTxnAmount30d,IsFraud
FRD0254,ACC0071,2730.98,2024-06-23,07:13:52,Wire Transfer,Unknown,Eastside,2,20,230.6,1
FRD0255,ACC0090,671.58,2024-06-24,11:03:44,Shopping,Midtown,Midtown,383,1,99.04,0
FRD0256,ACC0019,6432.53,2024-05-11,07:04:00,Wire Transfer,Unknown,Unknown,2,24,221.63,1
FRD0257,ACC0039,97.9,2024-06-30,13:46:21,Gas Station,Downtown,Airport,182,1,313.96,0
FRD0258,ACC0023,572.01,2024-07-04,05:00:25,Electronics,Airport,Unknown,588,3,363.4,0
FRD0259,ACC0055,177.37,2024-05-21,08:05:33,ATM,Uptown,Unknown,1327,1,132.89,0
FRD0260,ACC0024,140.21,2024-07-11,19:53:04,Shopping,Unknown,Airport,820,4,121.52,0
FRD0261,ACC0014,3208.98,2024-05-14,02:23:38,ATM,Overseas,Overseas,1,10,95.1,1
FRD0262,ACC0002,456.19,2024-06-09,06:35:12,Electronics,Midtown,Downtown,1214,4,51.47,0
FRD0263,ACC0041,603.96,2024-05-12,09:00:22,Gas Station,Eastside,Westside,788,2,360.25,0
FRD0264,ACC0013,473.87,2024-06-12,13:57:47,Grocery,Uptown,Midtown,842,4,305.59,0
FRD0265,ACC0005,11504.59,2024-06-07,05:09:43,Wire Transfer,Overseas,Airport,2,14,249.94,1
FRD0266,ACC0084,239.76,2024-05-19,22:10:32,Gas Station,Uptown,Overseas,1336,4,48.81,0
FRD0267,ACC0092,645.73,2024-07-27,12:15:13,Grocery,Airport,Midtown,352,3,287.15,0
FRD0268,ACC0012,231.29,2024-07-03,03:29:20,Grocery,Uptown,Uptown,804,3,71.94,0
FRD0269,ACC0023,777.63,2024-06-28,08:30:16,Grocery,Uptown,Airport,1059,1,200.83,0
FRD0270,ACC0037,75.96,2024-06-21,13:54:39,Gas Station,Overseas,Uptown,906,4,153.53,0
FRD0271,ACC0088,683.92,2024-05-06,19:41:03,Restaurant,Downtown,Eastside,655,4,104.36,0
FRD0272,ACC0052,380.11,2024-05-10,07:24:55,Shopping,Overseas,Airport,1155,4,81.29,0
FRD0273,ACC0024,280.51,2024-05-14,12:49:27,Gas Station,Midtown,Eastside,1297,4,129.94,0
FRD0274,ACC0095,515.77,2024-06-30,03:17:29,Restaurant,Airport,Downtown,715,1,494.27,0
FRD0275,ACC0100,52.72,2024-06-18,01:59:51,Restaurant,Airport,Overseas,106,4,156.83,0
FRD0276,ACC0082,366.62,2024-05-23,02:09:04,ATM,Westside,Westside,919,2,344.73,0
FRD0277,ACC0034,166.9,2024-05-24,01:05:57,Restaurant,Westside,Unknown,918,4,253.48,0
FRD0278,ACC0089,580.95,2024-05-21,22:27:22,Grocery,Eastside,Unknown,1244,2,182.15,0
FRD0279,ACC0094,99.75,2024-06-10,00:09:57,Gas Station,Airport,Airport,1440,4,153.52,0
FRD0280,ACC0093,182.71,2024-05-01,14:53:54,Grocery,Midtown,Uptown,444,4,357.33,0
FRD0281,ACC0100,465.7,2024-05-22,19:24:13,ATM,Eastside,Overseas,89,3,412.48,0
FRD0282,ACC0003,334.21,2024-06-08,09:32:52,Shopping,Airport,Midtown,781,4,275.89,0
FRD0283,ACC0098,479.96,2024-06-12,03:59:11,Electronics,Uptown,Airport,1171,4,209.33,0
FRD0284,ACC0085,646.69,2024-07-28,21:27:40,Grocery,Midtown,Westside,272,1,335.32,0
FRD0285,ACC0079,239.02,2024-06-22,03:31:47,ATM,Downtown,Midtown,921,2,134.75,0
FRD0286,ACC0059,336.22,2024-07-10,12:07:12,Shopping,Overseas,Airport,1380,4,33.57,0
FRD0287,ACC0048,200.83,2024-05-29,16:18:17,ATM,Unknown,Westside,909,1,37.3,0
FRD0288,ACC0020,449.03,2024-06-17,16:52:47,Restaurant,Unknown,Overseas,861,2,319.65,0
FRD0289,ACC0051,724.3,2024-05-07,18:27:08,Shopping,Uptown,Unknown,1119,2,235.58,0
FRD0290,ACC0013,135.65,2024-05-17,16:07:40,Electronics,Westside,Unknown,720,2,73.83,0
FRD0291,ACC0004,7503.84,2024-06-25,00:40:49,Wire Transfer,Overseas,Uptown,1,12,295.69,1
FRD0292,ACC0082,626.22,2024-07-20,11:11:15,ATM,Eastside,Eastside,834,3,339.85,0
FRD0293,ACC0036,2624.3,2024-05-11,04:40:01,Wire Transfer,Overseas,Midtown,3,16,272.6,1
FRD0294,ACC0012,336.86,2024-05-10,15:54:23,Grocery,Airport,Eastside,1056,1,128.84,0
FRD0295,ACC0054,18.01,2024-06-18,10:40:58,Gas Station,Uptown,Airport,425,1,85.09,0
FRD0296,ACC0044,11229.12,2024-06-14,15:39:38,ATM,Overseas,Downtown,2,8,179.35,1
FRD0297,ACC0067,1809.72,2024-07-05,04:13:55,Wire Transfer,Unknown,Overseas,2,15,61.7,1
FRD0298,ACC0089,445.68,2024-05-17,08:17:30,ATM,Overseas,Eastside,662,4,380.24,0
FRD0299,ACC0064,678.37,2024-06-25,16:25:59,ATM,Eastside,Eastside,635,4,78.36,0
FRD0300,ACC0099,707.46,2024-07-15,09:10:50,Shopping,Airport,Eastside,927,3,413.47,0
FRD0301,ACC0080,657.28,2024-05-14,19:24:27,ATM,Overseas,Eastside,980,2,448.04,0
FRD0302,ACC0066,649.14,2024-06-02,18:26:18,Restaurant,Midtown,Overseas,939,2,198.14,0
FRD0303,ACC0010,261.69,2024-05-28,21:23:23,Grocery,Midtown,Uptown,82,3,130.47,0
FRD0304,ACC0073,181.8,2024-06-11,07:35:04,Electronics,Eastside,Unknown,1208,3,366.64,0
FRD0305,ACC0086,652.58,2024-05-10,18:57:41,Gas Station,Unknown,Unknown,465,2,53.34,0
FRD0306,ACC0064,7815.02,2024-07-03,01:17:26,Wire Transfer,Unknown,Midtown,4,15,189.87,1
FRD0307,ACC0037,674.9,2024-05-03,20:50:54,Restaurant,Westside,Downtown,884,1,451.04,0
FRD0308,ACC0068,247.79,2024-05-06,10:41:01,ATM,Unknown,Midtown,709,3,218.16,0
FRD0309,ACC0072,680.45,2024-06-10,15:39:03,Shopping,Airport,Unknown,308,3,470.72,0
FRD0310,ACC0014,10544.58,2024-05-04,07:03:52,ATM,Overseas,Downtown,4,15,84.25,1
FRD0311,ACC0025,47.92,2024-06-17,17:00:59,Grocery,Downtown,Downtown,683,1,153.95,0
FRD0312,ACC0089,109.77,2024-07-18,12:17:44,Grocery,Airport,Uptown,363,4,329.34,0
FRD0313,ACC0086,620.39,2024-05-16,16:33:15,Gas Station,Westside,Airport,1048,2,73.15,0
FRD0314,ACC0099,71.63,2024-06-07,22:05:22,ATM,Eastside,Eastside,1072,1,129.86,0
FRD0315,ACC0086,653.06,2024-05-28,14:52:24,Restaurant,Overseas,Eastside,1140,3,387.43,0
FRD0316,ACC0040,314.6,2024-06-28,20:09:54,Gas Station,Eastside,Midtown,986,2,396.61,0
FRD0317,ACC0025,374.15,2024-05-09,08:27:10,Restaurant,Midtown,Westside,279,1,143.06,0
FRD0318,ACC0059,76.41,2024-05-24,08:01:30,Electronics,Midtown,Airport,943,2,100.79,0
FRD0319,ACC0065,522.41,2024-06-25,16:21:03,Grocery,Midtown,Airport,925,2,168.18,0
FRD0320,ACC0052,49.4,2024-05-23,19:17:33,ATM,Midtown,Airport,569,1,133.2,0
FRD0321,ACC0007,707.25,2024-05-05,18:17:15,Restaurant,Westside,Midtown,888,4,214.66,0
FRD0322,ACC0029,237.51,2024-07-28,08:31:13,ATM,Overseas,Uptown,1281,3,374.92,0
FRD0323,ACC0013,258.94,2024-05-24,16:58:44,Restaurant,Eastside,Airport,202,2,118.05,0
FRD0324,ACC0059,706.19,2024-05-19,00:42:30,Gas Station,Uptown,Unknown,409,1,309.18,0
FRD0325,ACC0061,458.14,2024-07-14,00:31:55,Grocery,Downtown,Eastside,655,2,276.88,0
FRD0326,ACC0022,213.3,2024-05-19,03:06:19,Electronics,Overseas,Overseas,1056,3,201.22,0
FRD0327,ACC0002,3052.95,2024-06-15,09:45:21,Wire Transfer,Overseas,Airport,4,15,211.44,1
FRD0328,ACC0019,737.31,2024-06-15,15:01:15,Restaurant,Midtown,Unknown,833,1,483.76,0
FRD0329,ACC0081,729.16,2024-07-26,17:57:58,Gas Station,Uptown,Airport,774,3,213.78,0
FRD0330,ACC0054,638.31,2024-06-05,09:12:02,Shopping,Midtown,Overseas,1220,3,165.55,0
FRD0331,ACC0002,450.93,2024-07-03,21:09:29,Electronics,Westside,Uptown,393,3,258.81,0
FRD0332,ACC0009,395.81,2024-06-07,00:29:02,Grocery,Midtown,Eastside,70,4,195.56,0
FRD0333,ACC0001,573.43,2024-05-07,08:08:22,Grocery,Uptown,Westside,352,2,233.06,0
FRD0334,ACC0011,325.3,2024-06-07,07:02:30,Shopping,Unknown,Overseas,260,3,462.49,0
FRD0335,ACC0077,616.45,2024-06-09,05:36:27,ATM,Uptown,Overseas,572,2,225.67,0
FRD0336,ACC0026,85.87,2024-06-08,09:05:19,Shopping,Unknown,Airport,1138,4,356.24,0
FRD0337,ACC0065,374.41,2024-07-27,22:22:29,Shopping,Unknown,Overseas,1204,1,480.02,0
FRD0338,ACC0054,500.5,2024-05-12,04:39:58,Restaurant,Overseas,Westside,1218,3,55.16,0
FRD0339,ACC0051,76.88,2024-05-17,12:42:00,Grocery,Airport,Airport,613,1,186.74,0
FRD0340,ACC0013,471.85,2024-06-07,18:30:44,ATM,Midtown,Overseas,1106,1,359.74,0
FRD0341,ACC0067,506.31,2024-05-19,17:47:31,Gas Station,Uptown,Uptown,73,4,323.12,0
FRD0342,ACC0026,91.85,2024-05-15,02:00:09,Restaurant,Eastside,Midtown,110,4,213.64,0
FRD0343,ACC0016,548.24,2024-06-08,12:30:11,Electronics,Westside,Eastside,1407,1,233.21,0
FRD0344,ACC0082,6499.66,2024-05-03,05:09:52,Wire Transfer,Unknown,Eastside,3,17,213.56,1
FRD0345,ACC0076,339.35,2024-07-03,11:42:17,Shopping,Midtown,Unknown,930,2,43.15,0
FRD0346,ACC0059,1947.63,2024-05-16,18:24:00,Electronics,Overseas,Westside,3,12,161.66,1
FRD0347,ACC0093,723.01,2024-06-28,08:00:10,Gas Station,Eastside,Overseas,1135,4,271.13,0
FRD0348,ACC0023,630.12,2024-07-23,04:22:41,Gas Station,Uptown,Overseas,1408,3,464.03,0
FRD0349,ACC0009,561.24,2024-07-22,15:24:30,Restaurant,Westside,Uptown,1265,3,304.71,0
FRD0350,ACC0052,748.04,2024-05-09,01:01:54,Shopping,Midtown,Uptown,1035,3,387.16,0
FRD0351,ACC0099,738.68,2024-05-31,03:57:56,Shopping,Unknown,Uptown,186,3,83.8,0
FRD0352,ACC0096,561.99,2024-05-10,14:48:23,Grocery,Overseas,Downtown,833,2,494.77,0
FRD0353,ACC0074,168.94,2024-07-11,06:12:16,Restaurant,Westside,Airport,391,4,412.5,0
FRD0354,ACC0025,294.05,2024-05-12,18:01:40,Grocery,Uptown,Midtown,895,1,190.13,0
FRD0355,ACC0088,288.16,2024-07-22,16:31:12,Electronics,Airport,Eastside,1326,2,406.75,0
FRD0356,ACC0057,245.6,2024-06-24,20:24:55,Electronics,Uptown,Midtown,301,4,138.37,0
FRD0357,ACC0077,565.59,2024-07-09,10:01:14,Shopping,Westside,Westside,199,2,485.01,0
FRD0358,ACC0010,561.04,2024-07-08,18:15:54,Electronics,Downtown,Westside,287,4,470.36,0
FRD0359,ACC0034,120.04,2024-07-23,00:02:21,Grocery,Overseas,Unknown,1180,3,464.36,0
FRD0360,ACC0085,482.54,2024-05-08,07:31:04,Shopping,Midtown,Downtown,1314,1,447.13,0
FRD0361,ACC0062,8328.54,2024-05-17,08:46:02,Wire Transfer,Unknown,Midtown,4,23,118.89,1
FRD0362,ACC0030,550.04,2024-05-03,01:01:49,ATM,Unknown,Eastside,97,4,54.51,0
FRD0363,ACC0099,103.21,2024-06-18,22:08:27,Shopping,Midtown,Unknown,1320,3,195.34,0
FRD0364,ACC0044,600.51,2024-06-25,01:15:14,Shopping,Eastside,Midtown,1158,1,495.74,0
FRD0365,ACC0002,258.16,2024-06-01,01:04:03,Grocery,Westside,Uptown,1293,2,499.1,0
FRD0366,ACC0017,751.31,2024-07-17,12:30:42,Gas Station,Midtown,Midtown,481,4,361.47,0
FRD0367,ACC0046,202.92,2024-05-29,14:45:19,ATM,Westside,Overseas,607,3,357.95,0
FRD0368,ACC0065,71.97,2024-05-14,01:22:57,Gas Station,Airport,Unknown,340,2,173.32,0
FRD0369,ACC0071,8832.59,2024-05-27,03:23:46,Wire Transfer,Unknown,Uptown,4,11,45.54,1
FRD0370,ACC0005,230.48,2024-06-04,08:37:24,Grocery,Midtown,Westside,1308,4,262.82,0
FRD0371,ACC0049,51.29,2024-06-19,14:02:14,Electronics,Unknown,Eastside,684,1,284.53,0
FRD0372,ACC0045,181.07,2024-05-04,19:48:57,Electronics,Westside,Overseas,116,3,371.12,0
FRD0373,ACC0080,746.65,2024-06-25,13:50:46,ATM,Unknown,Downtown,648,4,229.2,0
FRD0374,ACC0093,727.09,2024-07-12,16:16:10,Restaurant,Eastside,Unknown,634,3,70.2,0
FRD0375,ACC0032,5297.8,2024-07-09,09:21:36,ATM,Overseas,Unknown,3,8,72.32,1
FRD0376,ACC0073,17.01,2024-07-24,10:53:16,Shopping,Downtown,Uptown,135,3,255.7,0
FRD0377,ACC0072,357.95,2024-05-28,13:03:37,Grocery,Overseas,Midtown,588,3,151.98,0
FRD0378,ACC0064,100.41,2024-05-17,07:40:11,Restaurant,Downtown,Uptown,138,2,351.69,0
FRD0379,ACC0057,11740.46,2024-07-14,10:02:35,ATM,Overseas,Eastside,1,19,180.51,1
FRD0380,ACC0006,71.19,2024-07-16,07:22:06,Electronics,Midtown,Midtown,477,3,298.07,0
FRD0381,ACC0088,7873.15,2024-06-23,02:41:27,ATM,Overseas,Westside,3,18,293.53,1
FRD0382,ACC0084,4554.16,2024-06-17,15:18:39,Wire Transfer,Overseas,Downtown,2,8,67.62,1
FRD0383,ACC0028,35.75,2024-06-10,16:45:49,Electronics,Unknown,Overseas,367,4,388.43,0
FRD0384,ACC0084,640.58,2024-05-11,02:59:14,Electronics,Midtown,Unknown,1303,4,339.82,0
FRD0385,ACC0067,641.21,2024-06-26,10:17:12,Restaurant,Overseas,Westside,801,2,244.24,0
FRD0386,ACC0096,409.46,2024-05-15,22:15:28,Electronics,Overseas,Unknown,801,4,314.45,0
FRD0387,ACC0058,542.54,2024-06-23,07:36:52,Shopping,Eastside,Uptown,1423,2,314.61,0
FRD0388,ACC0037,400.42,2024-06-13,10:07:05,Electronics,Uptown,Unknown,465,2,441.91,0
FRD0389,ACC0002,668.75,2024-05-22,03:26:16,Grocery,Uptown,Airport,109,2,495.27,0
FRD0390,ACC0017,449.98,2024-07-05,16:58:24,ATM,Unknown,Unknown,660,1,188.3,0
FRD0391,ACC0044,11474.15,2024-07-15,19:39:06,ATM,Overseas,Downtown,4,22,232.58,1
FRD0392,ACC0056,717.52,2024-06-07,15:44:08,Restaurant,Midtown,Uptown,1275,3,346.74,0
FRD0393,ACC0059,244.91,2024-06-18,10:28:11,Restaurant,Midtown,Westside,758,1,295.14,0
FRD0394,ACC0068,608.27,2024-07-14,16:54:59,Gas Station,Unknown,Unknown,353,1,412.57,0
FRD0395,ACC0095,3238.72,2024-05-27,13:33:17,ATM,Overseas,Overseas,3,16,166.53,1
FRD0396,ACC0029,85.82,2024-05-22,09:58:16,Restaurant,Westside,Midtown,1190,2,42.85,0
FRD0397,ACC0006,170.48,2024-07-09,17:51:12,Gas Station,Downtown,Downtown,1229,4,374.08,0
FRD0398,ACC0067,712.22,2024-05-17,14:18:58,Shopping,Midtown,Midtown,1070,3,70.83,0
FRD0399,ACC0018,68.74,2024-06-05,23:42:07,ATM,Eastside,Overseas,380,3,159.77,0
FRD0400,ACC0081,89.35,2024-07-05,21:49:04,Shopping,Downtown,Overseas,1127,3,119.49,0
FRD0401,ACC0072,541.94,2024-07-24,20:02:40,Restaurant,Unknown,Downtown,603,4,101.17,0
FRD0402,ACC0024,353.11,2024-07-03,09:08:12,Grocery,Eastside,Midtown,1064,2,363.7,0
FRD0403,ACC0005,285.48,2024-06-23,22:16:39,ATM,Eastside,Unknown,1146,2,442.61,0
FRD0404,ACC0030,86.26,2024-06-07,21:31:31,Gas Station,Airport,Unknown,290,3,227.21,0
FRD0405,ACC0058,8436.44,2024-06-11,07:42:27,ATM,Overseas,Midtown,3,20,223.25,1
FRD0406,ACC0100,6828.62,2024-07-01,15:38:26,ATM,Overseas,Eastside,4,9,186.19,1
FRD0407,ACC0042,215.95,2024-06-03,21:20:26,Shopping,Unknown,Unknown,171,3,258.19,0
FRD0408,ACC0029,701.74,2024-06-13,20:52:02,Electronics,Eastside,Westside,1157,2,396.39,0
FRD0409,ACC0015,81.3,2024-07-18,19:21:08,Shopping,Downtown,Downtown,742,3,390.42,0
FRD0410,ACC0071,672.14,2024-05-09,20:03:33,Restaurant,Eastside,Eastside,870,2,166.39,0
FRD0411,ACC0021,606.55,2024-06-17,10:26:13,Grocery,Downtown,Eastside,1138,1,265.7,0
FRD0412,ACC0063,225.24,2024-05-06,05:18:19,Grocery,Eastside,Downtown,313,4,337.98,0
FRD0413,ACC0017,2503.35,2024-06-04,02:04:04,Wire Transfer,Unknown,Unknown,4,14,256.18,1
FRD0414,ACC0040,88.75,2024-06-11,13:32:47,Restaurant,Airport,Downtown,1403,4,206.99,0
FRD0415,ACC0055,23.6,2024-05-12,07:26:35,Shopping,Eastside,Westside,1077,4,477.18,0
FRD0416,ACC0098,619.25,2024-07-09,22:06:28,Shopping,Downtown,Eastside,975,3,254.1,0
FRD0417,ACC0014,3680.66,2024-07-22,09:21:09,Wire Transfer,Unknown,Midtown,4,15,61.81,1
FRD0418,ACC0052,4146.25,2024-07-18,15:33:46,Electronics,Overseas,Eastside,3,18,256.92,1
FRD0419,ACC0005,175.29,2024-06-11,22:36:38,ATM,Westside,Unknown,1211,4,286.43,0
FRD0420,ACC0041,346.3,2024-07-23,07:20:29,Grocery,Midtown,Airport,218,4,89.82,0
FRD0421,ACC0002,1910.15,2024-05-21,16:47:07,Wire Transfer,Overseas,Uptown,4,23,84.39,1
FRD0422,ACC0068,354.03,2024-07-02,04:47:55,Grocery,Westside,Unknown,662,3,275.57,0
FRD0423,ACC0079,762.08,2024-06-17,18:41:10,Electronics,Eastside,Uptown,820,3,251.89,0
FRD0424,ACC0027,1603.12,2024-06-12,23:46:54,Electronics,Overseas,Uptown,4,13,79.09,1
FRD0425,ACC0009,84.82,2024-05-01,09:44:12,Gas Station,Airport,Eastside,1339,4,309.39,0
FRD0426,ACC0009,226.92,2024-06-14,20:35:56,Restaurant,Downtown,Eastside,932,3,202.62,0
FRD0427,ACC0099,2581.25,2024-06-21,08:35:34,Wire Transfer,Unknown,Eastside,2,16,86.36,1
FRD0428,ACC0073,698.36,2024-05-14,04:51:33,ATM,Westside,Unknown,1429,4,128.37,0
FRD0429,ACC0001,10683.45,2024-05-30,06:05:59,Electronics,Overseas,Uptown,3,10,272.95,1
FRD0430,ACC0007,405.3,2024-05-18,16:51:28,Gas Station,Overseas,Unknown,300,2,293.27,0
FRD0431,ACC0049,71.78,2024-06-19,22:30:22,Electronics,Overseas,Westside,1299,2,479.02,0
FRD0432,ACC0082,633.28,2024-06-05,22:09:53,ATM,Airport,Unknown,306,4,336.48,0
FRD0433,ACC0023,452.24,2024-05-04,11:54:29,Electronics,Eastside,Overseas,451,4,205.88,0
FRD0434,ACC0096,4948.74,2024-05-02,06:28:23,ATM,Overseas,Eastside,3,16,170.73,1
FRD0435,ACC0002,796.63,2024-07-17,08:02:41,Grocery,Unknown,Westside,578,3,323.88,0
FRD0436,ACC0074,701.2,2024-05-04,22:59:30,ATM,Airport,Airport,1177,1,47.95,0
FRD0437,ACC0004,341.46,2024-07-18,22:09:45,Grocery,Uptown,Uptown,304,1,238.39,0
FRD0438,ACC0091,495.06,2024-05-08,10:06:54,ATM,Eastside,Westside,94,3,423.52,0
FRD0439,ACC0041,671.8,2024-05-22,18:46:23,Shopping,Unknown,Downtown,1431,1,60.53,0
FRD0440,ACC0098,4393.02,2024-07-04,04:46:17,Wire Transfer,Overseas,Midtown,2,24,146.41,1
FRD0441,ACC0082,7465.82,2024-05-01,09:17:35,Electronics,Overseas,Overseas,1,22,62.92,1
FRD0442,ACC0012,633.1,2024-05-24,23:05:11,Restaurant,Downtown,Overseas,505,3,246.36,0
FRD0443,ACC0093,52.13,2024-06-01,09:53:43,Gas Station,Uptown,Eastside,647,2,161.11,0
FRD0444,ACC0073,783.63,2024-06-10,13:14:53,Restaurant,Eastside,Eastside,591,4,154.34,0
FRD0445,ACC0063,760.24,2024-06-15,18:23:22,Grocery,Uptown,Airport,1258,4,103.18,0
FRD0446,ACC0073,415.49,2024-05-27,22:27:22,Grocery,Westside,Westside,491,3,132.58,0
FRD0447,ACC0034,265.16,2024-05-05,03:33:42,Electronics,Airport,Uptown,1214,4,339.4,0
FRD0448,ACC0005,342.91,2024-06-11,22:06:40,Restaurant,Downtown,Overseas,745,3,334.5,0
FRD0449,ACC0013,649.28,2024-05-24,11:19:10,Shopping,Downtown,Airport,994,4,373.55,0
FRD0450,ACC0061,41.7,2024-06-01,08:46:23,Gas Station,Unknown,Overseas,539,1,227.86,0
FRD0451,ACC0100,11184.71,2024-06-04,18:25:37,Wire Transfer,Unknown,Downtown,2,12,73.77,1
FRD0452,ACC0043,140.62,2024-05-07,02:19:50,Shopping,Airport,Uptown,61,2,124.19,0
FRD0453,ACC0023,582.07,2024-06-08,09:05:11,Grocery,Unknown,Eastside,375,3,32.32,0
FRD0454,ACC0021,307.27,2024-06-14,03:30:35,ATM,Airport,Unknown,1009,2,388.64,0
FRD0455,ACC0013,657.63,2024-06-19,04:20:48,Gas Station,Overseas,Uptown,929,4,281.03,0
FRD0456,ACC0045,301.61,2024-07-02,21:47:37,Restaurant,Uptown,Downtown,756,1,316.97,0
FRD0457,ACC0097,248.53,2024-06-20,02:41:14,Restaurant,Downtown,Uptown,250,3,210.51,0
FRD0458,ACC0024,216.21,2024-06-24,04:18:19,Grocery,Airport,Unknown,923,2,106.87,0
FRD0459,ACC0088,691.35,2024-07-06,03:29:51,ATM,Midtown,Midtown,85,2,179.94,0
FRD0460,ACC0074,619.37,2024-07-04,12:43:29,Shopping,Unknown,Downtown,680,4,151.57,0
FRD0461,ACC0082,274.7,2024-05-15,19:51:51,ATM,Airport,Airport,1155,3,82.49,0
FRD0462,ACC0023,11456.11,2024-06-24,17:48:24,ATM,Overseas,Midtown,3,14,173.87,1
FRD0463,ACC0079,6332.63,2024-06-28,13:03:29,Electronics,Overseas,Westside,1,19,105.6,1
FRD0464,ACC0044,291.94,2024-07-26,09:49:52,Gas Station,Uptown,Downtown,95,4,182.58,0
FRD0465,ACC0082,148.43,2024-05-05,19:07:22,Restaurant,Unknown,Downtown,1155,1,89.25,0
FRD0466,ACC0019,497.62,2024-07-21,15:27:57,ATM,Airport,Westside,1132,4,49.1,0
FRD0467,ACC0042,742.68,2024-06-17,01:09:38,Gas Station,Midtown,Midtown,678,4,218.35,0
FRD0468,ACC0024,636.98,2024-06-02,23:41:47,Grocery,Unknown,Midtown,1229,3,497.61,0
FRD0469,ACC0079,462.94,2024-07-05,17:54:50,Gas Station,Downtown,Eastside,500,4,159.15,0
FRD0470,ACC0089,235.08,2024-05-24,08:32:42,ATM,Uptown,Downtown,70,4,127.35,0
FRD0471,ACC0054,184.85,2024-07-24,04:17:17,Grocery,Overseas,Airport,97,3,133.9,0
FRD0472,ACC0079,317.34,2024-06-06,23:45:38,Electronics,Overseas,Airport,1202,1,191.19,0
FRD0473,ACC0041,318.15,2024-06-14,14:09:29,ATM,Uptown,Airport,885,1,340.53,0
FRD0474,ACC0074,4692.34,2024-05-11,20:31:35,ATM,Overseas,Overseas,3,22,215.37,1
FRD0475,ACC0004,603.6,2024-05-20,19:37:10,Grocery,Unknown,Overseas,641,4,495.15,0
FRD0476,ACC0049,3718.7,2024-07-08,04:24:38,Wire Transfer,Unknown,Midtown,1,17,86.44,1
FRD0477,ACC0021,618.69,2024-06-21,17:26:22,Gas Station,Westside,Eastside,1350,1,342.19,0
FRD0478,ACC0088,607.89,2024-07-21,20:20:32,Shopping,Unknown,Unknown,646,4,103.77,0
FRD0479,ACC0023,726.75,2024-06-21,09:00:34,ATM,Uptown,Overseas,845,4,487.9,0
FRD0480,ACC0053,7795.47,2024-05-25,20:01:39,Wire Transfer,Overseas,Eastside,4,8,124.51,1
FRD0481,ACC0032,485.06,2024-05-22,18:40:30,ATM,Downtown,Midtown,1399,4,289.47,0
FRD0482,ACC0025,4888.6,2024-05-21,14:23:46,Wire Transfer,Unknown,Eastside,3,10,272.56,1
FRD0483,ACC0027,405.17,2024-07-13,14:29:15,Shopping,Uptown,Airport,287,3,439.88,0
FRD0484,ACC0021,796.47,2024-06-01,14:46:04,Electronics,Unknown,Downtown,849,1,398.03,0
FRD0485,ACC0034,651.21,2024-07-08,03:45:49,Gas Station,Downtown,Downtown,141,3,217.73,0
FRD0486,ACC0066,9458.37,2024-07-20,20:28:27,ATM,Overseas,Midtown,1,13,135.28,1
FRD0487,ACC0085,517.21,2024-06-13,04:58:15,Gas Station,Midtown,Airport,211,4,452.62,0
FRD0488,ACC0063,213.76,2024-06-01,08:21:18,ATM,Airport,Airport,623,1,387.82,0
FRD0489,ACC0019,756.39,2024-07-06,09:01:14,Gas Station,Westside,Overseas,384,3,253.38,0
FRD0490,ACC0057,10521.05,2024-07-26,09:09:47,ATM,Overseas,Uptown,3,15,47.28,1
FRD0491,ACC0028,498.58,2024-07-14,09:09:37,Shopping,Unknown,Downtown,408,3,332.61,0
FRD0492,ACC0076,143.61,2024-07-04,10:33:23,ATM,Airport,Unknown,1135,4,112.43,0
FRD0493,ACC0049,229.87,2024-05-02,21:04:21,Restaurant,Eastside,Eastside,304,2,197.56,0
FRD0494,ACC0059,35.94,2024-07-12,20:58:00,ATM,Overseas,Eastside,1342,1,477.45,0
FRD0495,ACC0065,457.69,2024-05-09,08:35:34,Shopping,Downtown,Midtown,567,2,150.35,0
FRD0496,ACC0095,41.78,2024-05-24,22:59:41,Restaurant,Airport,Eastside,1307,3,289.43,0
FRD0497,ACC0012,249.18,2024-05-25,23:53:58,Electronics,Uptown,Midtown,485,2,144.65,0
FRD0498,ACC0098,387.86,2024-07-14,15:29:06,Restaurant,Midtown,Downtown,965,1,253.74,0
FRD0499,ACC0013,349.51,2024-07-09,18:13:38,Electronics,Downtown,Airport,288,4,395.38,0
FRD0500,ACC0025,485.07,2024-07-15,20:39:48,Shopping,Westside,Airport,1068,2,184.46,0
